# layered-euclid-burst control log
sample_rate_hz=48000 frames=772364 bpm=110 beats=24
euclid_steps=13 fills=7 rotate=4
burst_cluster=3 spacing_samples=420
euclid_seed=0xe0c11d burst_seed=0xb0057d
events=153
index,engine,when_samples,euclid_step,burst_idx,pan,sampler_tone,resonator_color,granular_spray
530304,0.220036,0.503165,0.204281
530496,0.220019,0.503601,0.204091
530688,0.220007,0.504039,0.203900
530880,0.220001,0.504476,0.203709
531072,0.220000,0.504915,0.203516
531264,0.220005,0.505354,0.203323
531456,0.220015,0.505794,0.203128
531648,0.220031,0.506234,0.202933
531840,0.220053,0.506675,0.202737
532032,0.220079,0.507117,0.202540
532224,0.220111,0.507560,0.202343
532416,0.220149,0.508003,0.202144
532608,0.220192,0.508447,0.201945
532800,0.220241,0.508892,0.201746
532992,0.220295,0.509337,0.201545
533184,0.220355,0.509783,0.201344
533376,0.220420,0.510230,0.201142
533568,0.220490,0.510677,0.200940
533760,0.220566,0.511125,0.200737
533952,0.220648,0.511574,0.200533
534144,0.220735,0.512024,0.200329
534336,0.220827,0.512474,0.200125
534528,0.220925,0.512924,0.199920
534720,0.221028,0.513376,0.199714
534912,0.221137,0.513828,0.199508
535104,0.221252,0.514281,0.199301
535296,0.221371,0.514734,0.199094
535488,0.221497,0.515188,0.198887
535680,0.221627,0.515643,0.198679
535872,0.221763,0.516098,0.198471
536064,0.221905,0.516554,0.198263
536256,0.222052,0.517011,0.198054
536448,0.222204,0.517469,0.197845
536640,0.222362,0.517927,0.197636
536832,0.222526,0.518385,0.197427
537024,0.222695,0.518845,0.197217
537216,0.222869,0.519305,0.197008
537408,0.223049,0.519765,0.196798
537600,0.223234,0.520226,0.196588
537792,0.223424,0.520688,0.196378
537984,0.223620,0.521151,0.196168
538176,0.223822,0.521614,0.195958
538368,0.224029,0.522078,0.195748
538560,0.224241,0.522542,0.195538
538752,0.224459,0.523007,0.195328
538944,0.224682,0.523473,0.195118
539136,0.224911,0.523939,0.194908
539328,0.225145,0.524406,0.194698
539520,0.225384,0.524873,0.194489
539712,0.225629,0.525342,0.194279
539904,0.225879,0.525810,0.194070
540096,0.226134,0.526280,0.193862
540288,0.226395,0.526750,0.193653
540480,0.226662,0.527220,0.193445
540672,0.226934,0.527692,0.193237
540864,0.227211,0.528163,0.193030
541056,0.227493,0.528636,0.192823
541248,0.227781,0.529109,0.192616
541440,0.228074,0.529583,0.192410
541632,0.228373,0.530057,0.192204
541824,0.228677,0.530532,0.191999
542016,0.228986,0.531007,0.191795
542208,0.229301,0.531483,0.191591
542400,0.229621,0.531960,0.191387
542592,0.229946,0.532437,0.191185
542784,0.230277,0.532915,0.190983
542976,0.230613,0.533393,0.190782
543168,0.230955,0.533872,0.190581
543360,0.231301,0.534351,0.190381
543552,0.231653,0.534832,0.190182
543744,0.232011,0.535312,0.189984
543936,0.232374,0.535794,0.189787
544128,0.232742,0.536275,0.189591
544320,0.233115,0.536758,0.189396
544512,0.233493,0.537241,0.189201
544704,0.233877,0.537724,0.189008
544896,0.234266,0.538209,0.188816
545088,0.234661,0.538693,0.188625
545280,0.235061,0.539178,0.188434
545472,0.235466,0.539664,0.188246
545664,0.235876,0.540151,0.188058
545856,0.236291,0.540638,0.187871
546048,0.236712,0.541125,0.187686
546240,0.237138,0.541613,0.187502
546432,0.237569,0.542102,0.187319
546624,0.238006,0.542591,0.187138
546816,0.238447,0.543080,0.186958
547008,0.238894,0.543571,0.186780
547200,0.239347,0.544061,0.186603
547392,0.239804,0.544553,0.186427
547584,0.240266,0.545045,0.186253
547776,0.240734,0.545537,0.186080
547968,0.241207,0.546030,0.185910
548160,0.241685,0.546523,0.185740
548352,0.242169,0.547017,0.185573
548544,0.242657,0.547512,0.185407
548736,0.243151,0.548007,0.185243
548928,0.243649,0.548502,0.185081
549120,0.244153,0.548998,0.184920
549312,0.244662,0.549495,0.184762
549504,0.245177,0.549992,0.184605
549696,0.245696,0.550490,0.184450
549888,0.246220,0.550988,0.184297
550080,0.246750,0.551486,0.184146
550272,0.247285,0.551986,0.183998
550464,0.247824,0.552485,0.183851
550656,0.248369,0.552985,0.183706
550848,0.248919,0.553486,0.183564
551040,0.249474,0.553987,0.183424
551232,0.250034,0.554489,0.183286
551424,0.250599,0.554991,0.183150
551616,0.251169,0.555494,0.183016
551808,0.251745,0.555997,0.182885
552000,0.252325,0.556501,0.182756
552192,0.252910,0.557005,0.182630
552384,0.253501,0.557509,0.182506
552576,0.254096,0.558014,0.182385
552768,0.254696,0.558520,0.182266
552960,0.255301,0.559026,0.182150
553152,0.255912,0.559533,0.182036
553344,0.256527,0.560040,0.181925
553536,0.257147,0.560547,0.181817
553728,0.257772,0.561055,0.181711
553920,0.258403,0.561563,0.181608
554112,0.259038,0.562072,0.181508
554304,0.259678,0.562582,0.181411
554496,0.260323,0.563092,0.181317
554688,0.260972,0.563602,0.181225
554880,0.261627,0.564113,0.181137
555072,0.262287,0.564624,0.181051
555264,0.262951,0.565135,0.180969
555456,0.263621,0.565648,0.180889
555648,0.264295,0.566160,0.180813
555840,0.264974,0.566673,0.180740
556032,0.265658,0.567187,0.180670
556224,0.266347,0.567701,0.180603
556416,0.267041,0.568215,0.180540
556608,0.267739,0.568730,0.180480
556800,0.268442,0.569245,0.180423
556992,0.269150,0.569761,0.180370
557184,0.269863,0.570277,0.180320
557376,0.270581,0.570793,0.180273
557568,0.271303,0.571310,0.180230
557760,0.272031,0.571828,0.180191
557952,0.272762,0.572345,0.180155
558144,0.273499,0.572864,0.180123
558336,0.274241,0.573382,0.180094
558528,0.274987,0.573901,0.180069
558720,0.275737,0.574421,0.180048
558912,0.276493,0.574941,0.180031
559104,0.277253,0.575461,0.180017
559296,0.278018,0.575982,0.180008
559488,0.278788,0.576503,0.180002
559680,0.279562,0.577024,0.180000
559872,0.280341,0.577546,0.180002
560064,0.281124,0.578069,0.180008
560256,0.281912,0.578592,0.180018
560448,0.282705,0.579115,0.180033
560640,0.283502,0.579638,0.180051
560832,0.284304,0.580162,0.180074
561024,0.285111,0.580686,0.180101
561216,0.285922,0.581211,0.180132
561408,0.286737,0.581736,0.180167
561600,0.287557,0.582262,0.180207
561792,0.288382,0.582788,0.180251
561984,0.289211,0.583314,0.180299
562176,0.290045,0.583841,0.180352
562368,0.290883,0.584368,0.180409
562560,0.291726,0.584895,0.180471
562752,0.292573,0.585423,0.180537
562944,0.293424,0.585951,0.180608
563136,0.294281,0.586479,0.180684
563328,0.295141,0.587008,0.180764
563520,0.296006,0.587537,0.180849
563712,0.296875,0.588067,0.180939
563904,0.297749,0.588597,0.181034
564096,0.298627,0.589127,0.181133
564288,0.299510,0.589658,0.181237
564480,0.300396,0.590189,0.181346
564672,0.301288,0.590720,0.181461
564864,0.302183,0.591252,0.181580
565056,0.303083,0.591784,0.181704
565248,0.303987,0.592316,0.181833
565440,0.304896,0.592849,0.181967
565632,0.305808,0.593382,0.182106
565824,0.306725,0.593915,0.182250
566016,0.307647,0.594449,0.182400
566208,0.308572,0.594983,0.182555
566400,0.309502,0.595518,0.182715
566592,0.310436,0.596052,0.182880
566784,0.311374,0.596587,0.183051
566976,0.312317,0.597123,0.183227
567168,0.313263,0.597658,0.183409
567360,0.314214,0.598194,0.183596
567552,0.315169,0.598731,0.183788
567744,0.316128,0.599267,0.183986
567936,0.317091,0.599804,0.184190
568128,0.318059,0.600342,0.184399
568320,0.319030,0.600879,0.184614
568512,0.320006,0.601417,0.184834
568704,0.320985,0.601955,0.185060
568896,0.321969,0.602494,0.185292
569088,0.322956,0.603032,0.185529
569280,0.323948,0.603572,0.185772
569472,0.324944,0.604111,0.186022
569664,0.325944,0.604651,0.186277
569856,0.326947,0.605191,0.186537
570048,0.327955,0.605731,0.186804
570240,0.328967,0.606271,0.187077
570432,0.329982,0.606812,0.187356
570624,0.331002,0.607353,0.187640
570816,0.332025,0.607895,0.187931
571008,0.333053,0.608436,0.188228
571200,0.334084,0.608978,0.188531
571392,0.335119,0.609520,0.188840
571584,0.336158,0.610063,0.189155
571776,0.337201,0.610605,0.189477
571968,0.338248,0.611148,0.189804
572160,0.339298,0.611692,0.190138
572352,0.340353,0.612235,0.190478
572544,0.341411,0.612779,0.190825
572736,0.342473,0.613323,0.191178
572928,0.343538,0.613867,0.191537
573120,0.344608,0.614412,0.191903
573312,0.345681,0.614957,0.192275
573504,0.346758,0.615502,0.192654
573696,0.347838,0.616047,0.193039
573888,0.348922,0.616593,0.193430
574080,0.350010,0.617138,0.193829
574272,0.351102,0.617684,0.194233
574464,0.352197,0.618231,0.194645
574656,0.353296,0.618777,0.195063
574848,0.354398,0.619324,0.195487
575040,0.355504,0.619871,0.195918
575232,0.356614,0.620418,0.196357
575424,0.357727,0.620965,0.196801
575616,0.358844,0.621513,0.197253
575808,0.359964,0.622061,0.197711
576000,0.361088,0.622609,0.198176
576192,0.362215,0.623157,0.198648
576384,0.363345,0.623705,0.199127
576576,0.364480,0.624254,0.199612
576768,0.365617,0.624803,0.200105
576960,0.366758,0.625352,0.200604
577152,0.367903,0.625902,0.201111
577344,0.369051,0.626451,0.201624
577536,0.370202,0.627001,0.202145
577728,0.371357,0.627551,0.202672
577920,0.372515,0.628101,0.203206
578112,0.373676,0.628651,0.203748
578304,0.374840,0.629202,0.204296
578496,0.376008,0.629752,0.204852
578688,0.377180,0.630303,0.205415
578880,0.378354,0.630854,0.205985
579072,0.379532,0.631405,0.206562
579264,0.380713,0.631957,0.207146
579456,0.381897,0.632508,0.207737
579648,0.383085,0.633060,0.208336
579840,0.384275,0.633612,0.208942
580032,0.385469,0.634164,0.209555
580224,0.386666,0.634717,0.210175
580416,0.387866,0.635269,0.210802
580608,0.389069,0.635822,0.211437
580800,0.390276,0.636374,0.212079
580992,0.391485,0.636927,0.212729
581184,0.392697,0.637480,0.213386
581376,0.393913,0.638034,0.214050
581568,0.395131,0.638587,0.214721
581760,0.396353,0.639141,0.215400
581952,0.397578,0.639694,0.216086
582144,0.398805,0.640248,0.216780
582336,0.400036,0.640802,0.217481
582528,0.401269,0.641356,0.218189
582720,0.402506,0.641910,0.218905
582912,0.403745,0.642465,0.219629
583104,0.404987,0.643019,0.220359
583296,0.406232,0.643574,0.221098
583488,0.407480,0.644129,0.221843
583680,0.408731,0.644684,0.222596
583872,0.409985,0.645239,0.223357
584064,0.411241,0.645794,0.224125
584256,0.412500,0.646349,0.224901
584448,0.413762,0.646905,0.225684
584640,0.415027,0.647460,0.226475
584832,0.416295,0.648016,0.227273
585024,0.417565,0.648572,0.228079
585216,0.418838,0.649127,0.228892
585408,0.420113,0.649683,0.229713
585600,0.421392,0.650239,0.230541
585792,0.422673,0.650796,0.231377
585984,0.423956,0.651352,0.232221
586176,0.425243,0.651908,0.233072
586368,0.426531,0.652465,0.233930
586560,0.427823,0.653021,0.234797
586752,0.429117,0.653578,0.235670
586944,0.430413,0.654135,0.236552
587136,0.431712,0.654691,0.237440
587328,0.433014,0.655248,0.238337
587520,0.434318,0.655805,0.239241
587712,0.435624,0.656362,0.240152
587904,0.436933,0.656920,0.241072
588096,0.438244,0.657477,0.241998
588288,0.439558,0.658034,0.242933
588480,0.440874,0.658591,0.243874
588672,0.442193,0.659149,0.244824
588864,0.443514,0.659706,0.245781
589056,0.444837,0.660264,0.246745
589248,0.446162,0.660822,0.247717
589440,0.447490,0.661379,0.248697
589632,0.448820,0.661937,0.249684
589824,0.450153,0.662495,0.250678
590016,0.451487,0.663053,0.251681
590208,0.452824,0.663610,0.252690
590400,0.454163,0.664168,0.253707
590592,0.455505,0.664726,0.254732
590784,0.456848,0.665284,0.255764
590976,0.458194,0.665842,0.256804
591168,0.459541,0.666401,0.257851
591360,0.460891,0.666959,0.258906
591552,0.462243,0.667517,0.259968
591744,0.463597,0.668075,0.261037
591936,0.464953,0.668633,0.262114
592128,0.466311,0.669192,0.263198
592320,0.467671,0.669750,0.264290
592512,0.469034,0.670308,0.265389
592704,0.470398,0.670866,0.266496
592896,0.471764,0.671425,0.267610
593088,0.473132,0.671983,0.268731
593280,0.474502,0.672541,0.269860
593472,0.475874,0.673100,0.270996
593664,0.477247,0.673658,0.272139
593856,0.478623,0.674217,0.273289
594048,0.480000,0.674775,0.274447
594240,0.481380,0.675333,0.275612
594432,0.482761,0.675892,0.276785
594624,0.484143,0.676450,0.277964
594816,0.485528,0.677008,0.279151
595008,0.486914,0.677567,0.280345
595200,0.488303,0.678125,0.281546
595392,0.489692,0.678684,0.282754
595584,0.491084,0.679242,0.283970
595776,0.492477,0.679800,0.285192
595968,0.493872,0.680358,0.286422
596160,0.495268,0.680917,0.287659
596352,0.496666,0.681475,0.288902
596544,0.498066,0.682033,0.290153
596736,0.499467,0.682591,0.291411
596928,0.500870,0.683150,0.292676
597120,0.502274,0.683708,0.293947
597312,0.503680,0.684266,0.295226
597504,0.505088,0.684824,0.296512
597696,0.506496,0.685382,0.297804
597888,0.507907,0.685940,0.299103
598080,0.509318,0.686498,0.300409
598272,0.510731,0.687056,0.301722
598464,0.512146,0.687613,0.303042
598656,0.513562,0.688171,0.304368
598848,0.514979,0.688729,0.305701
599040,0.516398,0.689287,0.307041
599232,0.517817,0.689844,0.308387
599424,0.519239,0.690402,0.309741
599616,0.520661,0.690959,0.311100
599808,0.522085,0.691517,0.312466
600000,0.523510,0.692074,0.313839
600192,0.524936,0.692631,0.315218
600384,0.526363,0.693188,0.316604
600576,0.527792,0.693746,0.317996
600768,0.529221,0.694303,0.319395
600960,0.530652,0.694860,0.320800
601152,0.532084,0.695416,0.322211
601344,0.533517,0.695973,0.323629
601536,0.534951,0.696530,0.325053
601728,0.536387,0.697087,0.326483
601920,0.537823,0.697643,0.327919
602112,0.539260,0.698200,0.329362
602304,0.540698,0.698756,0.330810
602496,0.542137,0.699312,0.332265
602688,0.543577,0.699868,0.333726
602880,0.545019,0.700424,0.335193
603072,0.546460,0.700980,0.336665
603264,0.547903,0.701536,0.338144
603456,0.549347,0.702092,0.339629
603648,0.550792,0.702648,0.341119
603840,0.552237,0.703203,0.342615
604032,0.553683,0.703758,0.344117
604224,0.555130,0.704314,0.345625
604416,0.556578,0.704869,0.347139
604608,0.558027,0.705424,0.348658
604800,0.559476,0.705979,0.350183
604992,0.560926,0.706534,0.351713
605184,0.562377,0.707088,0.353249
605376,0.563828,0.707643,0.354791
605568,0.565280,0.708197,0.356337
605760,0.566733,0.708751,0.357890
605952,0.568186,0.709305,0.359447
606144,0.569640,0.709859,0.361010
606336,0.571094,0.710413,0.362579
606528,0.572549,0.710967,0.364152
606720,0.574005,0.711520,0.365731
606912,0.575461,0.712074,0.367315
607104,0.576917,0.712627,0.368903
607296,0.578374,0.713180,0.370497
607488,0.579831,0.713733,0.372096
607680,0.581289,0.714286,0.373700
607872,0.582747,0.714838,0.375309
608064,0.584206,0.715391,0.376923
608256,0.585665,0.715943,0.378541
608448,0.587124,0.716495,0.380165
608640,0.588584,0.717047,0.381793
608832,0.590044,0.717599,0.383425
609024,0.591504,0.718150,0.385062
609216,0.592964,0.718701,0.386704
609408,0.594425,0.719253,0.388351
609600,0.595886,0.719804,0.390002
609792,0.597347,0.720355,0.391657
609984,0.598808,0.720905,0.393316
610176,0.600270,0.721456,0.394980
610368,0.601731,0.722006,0.396649
610560,0.603193,0.722556,0.398321
610752,0.604655,0.723106,0.399998
610944,0.606116,0.723656,0.401678
611136,0.607578,0.724205,0.403363
611328,0.609040,0.724754,0.405052
611520,0.610502,0.725303,0.406745
611712,0.611964,0.725852,0.408442
611904,0.613426,0.726401,0.410142
612096,0.614888,0.726949,0.411846
612288,0.616350,0.727498,0.413554
612480,0.617812,0.728046,0.415266
612672,0.619273,0.728593,0.416982
612864,0.620735,0.729141,0.418701
613056,0.622196,0.729688,0.420423
613248,0.623657,0.730235,0.422149
613440,0.625118,0.730782,0.423879
613632,0.626579,0.731329,0.425611
613824,0.628039,0.731875,0.427348
614016,0.629500,0.732422,0.429087
614208,0.630960,0.732968,0.430830
614400,0.632419,0.733513,0.432575
614592,0.633879,0.734059,0.434324
614784,0.635338,0.734604,0.436076
614976,0.636796,0.735149,0.437831
615168,0.638255,0.735694,0.439588
615360,0.639713,0.736238,0.441349
615552,0.641170,0.736782,0.443113
615744,0.642627,0.737326,0.444879
615936,0.644084,0.737870,0.446648
616128,0.645540,0.738414,0.448419
616320,0.646996,0.738957,0.450193
616512,0.648451,0.739500,0.451970
616704,0.649905,0.740042,0.453749
616896,0.651359,0.740585,0.455530
617088,0.652813,0.741127,0.457314
617280,0.654265,0.741669,0.459100
617472,0.655718,0.742210,0.460889
617664,0.657169,0.742752,0.462679
617856,0.658620,0.743293,0.464472
618048,0.660070,0.743834,0.466267
618240,0.661520,0.744374,0.468064
618432,0.662969,0.744914,0.469862
618624,0.664417,0.745454,0.471663
618816,0.665864,0.745994,0.473465
619008,0.667310,0.746533,0.475270
619200,0.668756,0.747072,0.477076
619392,0.670201,0.747611,0.478883
619584,0.671645,0.748149,0.480692
619776,0.673088,0.748687,0.482503
619968,0.674530,0.749225,0.484315
620160,0.675972,0.749763,0.486129
620352,0.677412,0.750300,0.487944
620544,0.678852,0.750837,0.489760
620736,0.680290,0.751373,0.491578
620928,0.681728,0.751910,0.493397
621120,0.683164,0.752446,0.495216
621312,0.684600,0.752981,0.497037
621504,0.686034,0.753516,0.498859
621696,0.687467,0.754051,0.500682
621888,0.688900,0.754586,0.502506
622080,0.690331,0.755120,0.504331
622272,0.691761,0.755654,0.506156
622464,0.693190,0.756188,0.507982
622656,0.694618,0.756721,0.509809
622848,0.696044,0.757254,0.511636
623040,0.697469,0.757787,0.513464
623232,0.698894,0.758319,0.515293
623424,0.700316,0.758851,0.517122
623616,0.701738,0.759383,0.518951
623808,0.703158,0.759914,0.520781
624000,0.704577,0.760445,0.522610
624192,0.705995,0.760976,0.524440
624384,0.707411,0.761506,0.526271
624576,0.708826,0.762036,0.528101
624768,0.710240,0.762565,0.529931
624960,0.711652,0.763094,0.531761
625152,0.713062,0.763623,0.533591
625344,0.714472,0.764152,0.535421
625536,0.715880,0.764680,0.537251
625728,0.717286,0.765207,0.539081
625920,0.718691,0.765735,0.540910
626112,0.720094,0.766262,0.542739
626304,0.721496,0.766788,0.544567
626496,0.722896,0.767314,0.546395
626688,0.724294,0.767840,0.548222
626880,0.725691,0.768366,0.550049
627072,0.727087,0.768891,0.551875
627264,0.728480,0.769415,0.553701
627456,0.729872,0.769939,0.555525
627648,0.731263,0.770463,0.557349
627840,0.732651,0.770987,0.559172
628032,0.734038,0.771510,0.560994
628224,0.735423,0.772033,0.562815
628416,0.736807,0.772555,0.564635
628608,0.738188,0.773077,0.566454
628800,0.739568,0.773598,0.568271
628992,0.740946,0.774119,0.570088
629184,0.742322,0.774640,0.571903
629376,0.743697,0.775160,0.573717
629568,0.745069,0.775680,0.575529
629760,0.746440,0.776199,0.577341
629952,0.747808,0.776718,0.579150
630144,0.749175,0.777237,0.580958
630336,0.750540,0.777755,0.582765
630528,0.751903,0.778273,0.584569
630720,0.753263,0.778790,0.586373
630912,0.754622,0.779307,0.588174
631104,0.755979,0.779823,0.589974
631296,0.757333,0.780339,0.591771
631488,0.758686,0.780855,0.593567
631680,0.760036,0.781370,0.595361
631872,0.761385,0.781885,0.597153
632064,0.762731,0.782399,0.598943
632256,0.764075,0.782913,0.600731
632448,0.765417,0.783426,0.602516
632640,0.766757,0.783939,0.604300
632832,0.768094,0.784452,0.606081
633024,0.769430,0.784964,0.607860
633216,0.770763,0.785475,0.609636
633408,0.772094,0.785986,0.611410
633600,0.773422,0.786497,0.613182
633792,0.774749,0.787007,0.614951
633984,0.776073,0.787517,0.616717
634176,0.777394,0.788026,0.618481
634368,0.778713,0.788535,0.620243
634560,0.780030,0.789044,0.622001
634752,0.781345,0.789551,0.623757
634944,0.782657,0.790059,0.625510
635136,0.783967,0.790566,0.627260
635328,0.785274,0.791072,0.629008
635520,0.786579,0.791578,0.630752
635712,0.787881,0.792084,0.632494
635904,0.789181,0.792589,0.634232
636096,0.790478,0.793093,0.635968
636288,0.791773,0.793597,0.637700
636480,0.793065,0.794101,0.639429
636672,0.794354,0.794604,0.641155
636864,0.795641,0.795106,0.642878
637056,0.796926,0.795608,0.644597
637248,0.798208,0.796110,0.646313
637440,0.799487,0.796611,0.648026
637632,0.800763,0.797112,0.649736
637824,0.802037,0.797612,0.651441
638016,0.803308,0.798111,0.653144
638208,0.804576,0.798610,0.654843
638400,0.805842,0.799109,0.656538
638592,0.807105,0.799607,0.658230
638784,0.808365,0.800104,0.659918
638976,0.809622,0.800601,0.661602
639168,0.810877,0.801098,0.663283
639360,0.812129,0.801594,0.664960
639552,0.813378,0.802089,0.666633
639744,0.814624,0.802584,0.668302
639936,0.815867,0.803079,0.669967
640128,0.817107,0.803572,0.671628
640320,0.818344,0.804066,0.673286
640512,0.819579,0.804559,0.674939
640704,0.820810,0.805051,0.676589
640896,0.822039,0.805543,0.678234
641088,0.823264,0.806034,0.679875
641280,0.824487,0.806524,0.681512
641472,0.825706,0.807015,0.683145
641664,0.826923,0.807504,0.684774
641856,0.828136,0.807993,0.686398
642048,0.829346,0.808482,0.688018
642240,0.830554,0.808970,0.689634
642432,0.831758,0.809457,0.691245
642624,0.832959,0.809944,0.692852
642816,0.834157,0.810430,0.694455
643008,0.835352,0.810916,0.696053
643200,0.836543,0.811401,0.697647
643392,0.837732,0.811885,0.699236
643584,0.838917,0.812369,0.700821
643776,0.840099,0.812853,0.702401
643968,0.841278,0.813336,0.703976
644160,0.842453,0.813818,0.705547
644352,0.843625,0.814300,0.707113
644544,0.844794,0.814781,0.708675
644736,0.845960,0.815262,0.710231
644928,0.847122,0.815742,0.711783
645120,0.848281,0.816221,0.713331
645312,0.849437,0.816700,0.714873
645504,0.850589,0.817178,0.716411
645696,0.851738,0.817656,0.717943
645888,0.852884,0.818133,0.719471
646080,0.854026,0.818609,0.720994
646272,0.855165,0.819085,0.722512
646464,0.856300,0.819561,0.724025
646656,0.857432,0.820035,0.725533
646848,0.858560,0.820509,0.727037
647040,0.859685,0.820983,0.728535
647232,0.860806,0.821456,0.730027
647424,0.861924,0.821928,0.731515
647616,0.863038,0.822400,0.732998
647808,0.864149,0.822871,0.734476
648000,0.865256,0.823341,0.735948
648192,0.866360,0.823811,0.737416
648384,0.867460,0.824281,0.738878
648576,0.868556,0.824749,0.740335
648768,0.869649,0.825217,0.741786
648960,0.870738,0.825685,0.743233
649152,0.871823,0.826151,0.744674
649344,0.872905,0.826618,0.746110
649536,0.873983,0.827083,0.747540
649728,0.875057,0.827548,0.748966
649920,0.876127,0.828012,0.750386
650112,0.877194,0.828476,0.751800
650304,0.878257,0.828939,0.753209
650496,0.879317,0.829401,0.754613
650688,0.880372,0.829863,0.756011
650880,0.881424,0.830324,0.757404
651072,0.882472,0.830785,0.758792
651264,0.883516,0.831245,0.760174
651456,0.884556,0.831704,0.761550
651648,0.885592,0.832162,0.762921
651840,0.886625,0.832620,0.764287
652032,0.887653,0.833077,0.765647
652224,0.888678,0.833534,0.767001
652416,0.889699,0.833990,0.768350
652608,0.890716,0.834445,0.769693
652800,0.891729,0.834900,0.771031
652992,0.892738,0.835354,0.772363
653184,0.893743,0.835807,0.773690
653376,0.894744,0.836260,0.775011
653568,0.895741,0.836712,0.776326
653760,0.896734,0.837163,0.777636
653952,0.897723,0.837614,0.778940
654144,0.898708,0.838064,0.780238
654336,0.899688,0.838513,0.781531
654528,0.900665,0.838962,0.782818
654720,0.901638,0.839409,0.784099
654912,0.902606,0.839857,0.785375
655104,0.903571,0.840303,0.786645
655296,0.904531,0.840749,0.787909
655488,0.905488,0.841194,0.789168
655680,0.906440,0.841639,0.790421
655872,0.907387,0.842083,0.791668
656064,0.908331,0.842526,0.792910
656256,0.909271,0.842968,0.794145
656448,0.910206,0.843410,0.795375
656640,0.911137,0.843851,0.796599
656832,0.912064,0.844292,0.797818
657024,0.912987,0.844731,0.799031
657216,0.913905,0.845170,0.800237
657408,0.914819,0.845609,0.801439
657600,0.915729,0.846046,0.802634
657792,0.916635,0.846483,0.803824
657984,0.917536,0.846919,0.805008
658176,0.918433,0.847355,0.806186
658368,0.919325,0.847790,0.807358
658560,0.920213,0.848224,0.808524
658752,0.921097,0.848657,0.809685
658944,0.921977,0.849090,0.810840
659136,0.922852,0.849521,0.811989
659328,0.923723,0.849953,0.813133
659520,0.924589,0.850383,0.814270
659712,0.925451,0.850813,0.815402
659904,0.926308,0.851242,0.816528
660096,0.927161,0.851670,0.817648
660288,0.928010,0.852098,0.818763
660480,0.928854,0.852524,0.819871
660672,0.929693,0.852951,0.820974
660864,0.930528,0.853376,0.822071
661056,0.931359,0.853800,0.823162
661248,0.932185,0.854224,0.824248
661440,0.933007,0.854648,0.825328
661632,0.933824,0.855070,0.826402
661824,0.934636,0.855492,0.827470
662016,0.935444,0.855912,0.828532
662208,0.936247,0.856333,0.829589
662400,0.937046,0.856752,0.830640
662592,0.937840,0.857171,0.831685
662784,0.938630,0.857589,0.832725
662976,0.939415,0.858006,0.833758
663168,0.940195,0.858422,0.834786
663360,0.940971,0.858838,0.835808
663552,0.941742,0.859253,0.836825
663744,0.942508,0.859667,0.837836
663936,0.943270,0.860080,0.838841
664128,0.944027,0.860493,0.839840
664320,0.944779,0.860905,0.840834
664512,0.945526,0.861316,0.841821
664704,0.946269,0.861726,0.842804
664896,0.947008,0.862136,0.843780
665088,0.947741,0.862545,0.844751
665280,0.948470,0.862953,0.845716
665472,0.949193,0.863360,0.846676
665664,0.949913,0.863766,0.847630
665856,0.950627,0.864172,0.848578
666048,0.951337,0.864577,0.849521
666240,0.952041,0.864981,0.850458
666432,0.952741,0.865384,0.851389
666624,0.953436,0.865787,0.852315
666816,0.954127,0.866189,0.853235
667008,0.954812,0.866589,0.854150
667200,0.955493,0.866990,0.855059
667392,0.956169,0.867389,0.855962
667584,0.956840,0.867788,0.856860
667776,0.957506,0.868185,0.857753
667968,0.958167,0.868582,0.858639
668160,0.958823,0.868979,0.859521
668352,0.959475,0.869374,0.860397
668544,0.960121,0.869769,0.861267
668736,0.960763,0.870162,0.862132
668928,0.961399,0.870555,0.862991
669120,0.962031,0.870948,0.863845
669312,0.962658,0.871339,0.864693
669504,0.963279,0.871730,0.865536
669696,0.963896,0.872119,0.866374
669888,0.964508,0.872508,0.867206
670080,0.965115,0.872896,0.868033
670272,0.965717,0.873284,0.868854
670464,0.966314,0.873670,0.869670
670656,0.966906,0.874056,0.870481
670848,0.967492,0.874441,0.871286
671040,0.968074,0.874825,0.872086
671232,0.968651,0.875208,0.872881
671424,0.969223,0.875590,0.873670
671616,0.969790,0.875972,0.874454
671808,0.970351,0.876353,0.875233
672000,0.970908,0.876733,0.876007
672192,0.971459,0.877112,0.876775
672384,0.972006,0.877490,0.877538
672576,0.972547,0.877867,0.878296
672768,0.973083,0.878244,0.879048
672960,0.973614,0.878620,0.879796
673152,0.974141,0.878994,0.880538
673344,0.974661,0.879369,0.881275
673536,0.975177,0.879742,0.882007
673728,0.975688,0.880114,0.882734
673920,0.976193,0.880486,0.883456
674112,0.976694,0.880856,0.884172
674304,0.977189,0.881226,0.884884
674496,0.977679,0.881595,0.885590
674688,0.978164,0.881963,0.886292
674880,0.978644,0.882330,0.886988
675072,0.979118,0.882697,0.887680
675264,0.979588,0.883062,0.888366
675456,0.980052,0.883427,0.889048
675648,0.980511,0.883791,0.889724
675840,0.980965,0.884154,0.890396
676032,0.981413,0.884516,0.891062
676224,0.981857,0.884877,0.891724
676416,0.982295,0.885238,0.892381
676608,0.982728,0.885597,0.893033
676800,0.983155,0.885956,0.893680
676992,0.983578,0.886314,0.894322
677184,0.983995,0.886670,0.894960
677376,0.984407,0.887027,0.895592
677568,0.984813,0.887382,0.896220
677760,0.985215,0.887736,0.896843
