# layered-euclid-burst control log
sample_rate_hz=48000 frames=772364 bpm=110 beats=24
euclid_steps=13 fills=7 rotate=4
burst_cluster=3 spacing_samples=420
euclid_seed=0xe0c11d burst_seed=0xb0057d
events=153
index,engine,when_samples,euclid_step,burst_idx,pan,sampler_tone,resonator_color,granular_spray
235008,0.268538,0.842794,0.892672
235200,0.269246,0.842351,0.891851
235392,0.269960,0.841907,0.891024
235584,0.270678,0.841463,0.890191
235776,0.271401,0.841018,0.889353
235968,0.272129,0.840573,0.888510
236160,0.272862,0.840127,0.887661
236352,0.273599,0.839680,0.886806
236544,0.274341,0.839232,0.885945
236736,0.275088,0.838784,0.885079
236928,0.275839,0.838335,0.884207
237120,0.276595,0.837886,0.883329
237312,0.277356,0.837436,0.882446
237504,0.278122,0.836985,0.881557
237696,0.278892,0.836533,0.880662
237888,0.279667,0.836081,0.879762
238080,0.280446,0.835628,0.878855
238272,0.281230,0.835174,0.877943
238464,0.282019,0.834720,0.877025
238656,0.282812,0.834265,0.876101
238848,0.283610,0.833810,0.875172
239040,0.284413,0.833354,0.874236
239232,0.285220,0.832897,0.873295
239424,0.286031,0.832439,0.872348
239616,0.286848,0.831981,0.871395
239808,0.287668,0.831522,0.870436
240000,0.288494,0.831063,0.869471
240192,0.289323,0.830603,0.868501
240384,0.290158,0.830142,0.867524
240576,0.290997,0.829681,0.866542
240768,0.291840,0.829219,0.865554
240960,0.292688,0.828756,0.864559
241152,0.293540,0.828293,0.863559
241344,0.294396,0.827829,0.862553
241536,0.295257,0.827364,0.861541
241728,0.296123,0.826899,0.860523
241920,0.296993,0.826433,0.859499
242112,0.297867,0.825967,0.858469
242304,0.298746,0.825500,0.857433
242496,0.299629,0.825032,0.856391
242688,0.300516,0.824564,0.855344
242880,0.301408,0.824095,0.854290
243072,0.302304,0.823626,0.853230
243264,0.303205,0.823155,0.852164
243456,0.304110,0.822685,0.851092
243648,0.305019,0.822213,0.850014
243840,0.305932,0.821741,0.848931
244032,0.306850,0.821269,0.847841
244224,0.307771,0.820796,0.846745
244416,0.308698,0.820322,0.845643
244608,0.309628,0.819848,0.844535
244800,0.310563,0.819373,0.843421
244992,0.311501,0.818897,0.842301
245184,0.312444,0.818421,0.841175
245376,0.313391,0.817944,0.840043
245568,0.314343,0.817467,0.838905
245760,0.315298,0.816989,0.837761
245952,0.316258,0.816511,0.836611
246144,0.317222,0.816031,0.835455
246336,0.318189,0.815552,0.834292
246528,0.319161,0.815072,0.833124
246720,0.320138,0.814591,0.831950
246912,0.321118,0.814109,0.830770
247104,0.322102,0.813627,0.829583
247296,0.323090,0.813145,0.828391
247488,0.324082,0.812662,0.827193
247680,0.325079,0.812178,0.825988
247872,0.326079,0.811694,0.824778
248064,0.327083,0.811209,0.823562
248256,0.328091,0.810724,0.822339
248448,0.329104,0.810238,0.821111
248640,0.330120,0.809751,0.819877
248832,0.331140,0.809264,0.818636
249024,0.332164,0.808777,0.817390
249216,0.333192,0.808289,0.816137
249408,0.334224,0.807800,0.814879
249600,0.335259,0.807311,0.813615
249792,0.336299,0.806821,0.812345
249984,0.337342,0.806331,0.811069
250176,0.338389,0.805840,0.809786
250368,0.339440,0.805348,0.808498
250560,0.340495,0.804856,0.807204
250752,0.341554,0.804364,0.805905
250944,0.342616,0.803871,0.804599
251136,0.343682,0.803377,0.803287
251328,0.344752,0.802883,0.801970
251520,0.345826,0.802389,0.800646
251712,0.346903,0.801893,0.799317
251904,0.347984,0.801398,0.797982
252096,0.349069,0.800902,0.796641
252288,0.350157,0.800405,0.795294
252480,0.351249,0.799908,0.793941
252672,0.352345,0.799410,0.792583
252864,0.353444,0.798912,0.791218
253056,0.354547,0.798413,0.789848
253248,0.355654,0.797914,0.788472
253440,0.356764,0.797414,0.787091
253632,0.357877,0.796914,0.785703
253824,0.358995,0.796413,0.784310
254016,0.360115,0.795912,0.782912
254208,0.361240,0.795410,0.781507
254400,0.362367,0.794908,0.780097
254592,0.363498,0.794405,0.778681
254784,0.364633,0.793902,0.777260
254976,0.365771,0.793398,0.775833
255168,0.366913,0.792894,0.774400
255360,0.368058,0.792389,0.772962
255552,0.369206,0.791884,0.771519
255744,0.370358,0.791378,0.770069
255936,0.371513,0.790872,0.768614
256128,0.372671,0.790365,0.767154
256320,0.373833,0.789858,0.765688
256512,0.374998,0.789351,0.764217
256704,0.376166,0.788843,0.762740
256896,0.377338,0.788334,0.761258
257088,0.378513,0.787825,0.759771
257280,0.379691,0.787316,0.758278
257472,0.380873,0.786806,0.756779
257664,0.382057,0.786295,0.755276
257856,0.383245,0.785784,0.753767
258048,0.384436,0.785273,0.752253
258240,0.385630,0.784761,0.750733
258432,0.386828,0.784249,0.749208
258624,0.388028,0.783736,0.747679
258816,0.389232,0.783223,0.746143
259008,0.390439,0.782710,0.744603
259200,0.391648,0.782196,0.743058
259392,0.392861,0.781681,0.741507
259584,0.394077,0.781167,0.739952
259776,0.395296,0.780651,0.738391
259968,0.396518,0.780135,0.736826
260160,0.397743,0.779619,0.735255
260352,0.398971,0.779103,0.733680
260544,0.400202,0.778586,0.732099
260736,0.401436,0.778068,0.730514
260928,0.402673,0.777550,0.728923
261120,0.403912,0.777032,0.727328
261312,0.405155,0.776513,0.725728
261504,0.406401,0.775994,0.724124
261696,0.407649,0.775474,0.722514
261888,0.408900,0.774954,0.720900
262080,0.410154,0.774434,0.719281
262272,0.411411,0.773913,0.717658
262464,0.412671,0.773392,0.716030
262656,0.413933,0.772870,0.714397
262848,0.415198,0.772348,0.712760
263040,0.416466,0.771826,0.711118
263232,0.417737,0.771303,0.709472
263424,0.419010,0.770780,0.707821
263616,0.420286,0.770256,0.706166
263808,0.421565,0.769732,0.704507
264000,0.422846,0.769208,0.702843
264192,0.424130,0.768683,0.701175
264384,0.425416,0.768158,0.699503
264576,0.426705,0.767632,0.697826
264768,0.427997,0.767106,0.696146
264960,0.429291,0.766580,0.694461
265152,0.430588,0.766053,0.692772
265344,0.431888,0.765526,0.691079
265536,0.433189,0.764999,0.689382
265728,0.434494,0.764471,0.687681
265920,0.435801,0.763943,0.685976
266112,0.437110,0.763414,0.684267
266304,0.438421,0.762885,0.682554
266496,0.439736,0.762356,0.680838
266688,0.441052,0.761826,0.679117
266880,0.442371,0.761296,0.677393
267072,0.443692,0.760766,0.675666
267264,0.445016,0.760235,0.673934
267456,0.446341,0.759704,0.672199
267648,0.447670,0.759173,0.670460
267840,0.449000,0.758641,0.668718
268032,0.450333,0.758109,0.666973
268224,0.451668,0.757576,0.665224
268416,0.453005,0.757044,0.663471
268608,0.454344,0.756511,0.661715
268800,0.455686,0.755977,0.659956
268992,0.457030,0.755443,0.658194
269184,0.458375,0.754909,0.656428
269376,0.459723,0.754375,0.654660
269568,0.461074,0.753840,0.652888
269760,0.462426,0.753305,0.651113
269952,0.463780,0.752769,0.649335
270144,0.465136,0.752234,0.647554
270336,0.466495,0.751698,0.645770
270528,0.467855,0.751161,0.643984
270720,0.469218,0.750624,0.642194
270912,0.470582,0.750087,0.640402
271104,0.471948,0.749550,0.638607
271296,0.473317,0.749012,0.636809
271488,0.474687,0.748475,0.635009
271680,0.476059,0.747936,0.633206
271872,0.477433,0.747398,0.631400
272064,0.478809,0.746859,0.629592
272256,0.480186,0.746320,0.627782
272448,0.481566,0.745780,0.625969
272640,0.482947,0.745241,0.624154
272832,0.484330,0.744701,0.622336
273024,0.485715,0.744160,0.620517
273216,0.487102,0.743620,0.618695
273408,0.488490,0.743079,0.616871
273600,0.489880,0.742538,0.615045
273792,0.491272,0.741996,0.613217
273984,0.492665,0.741455,0.611387
274176,0.494060,0.740913,0.609555
274368,0.495457,0.740370,0.607722
274560,0.496855,0.739828,0.605886
274752,0.498255,0.739285,0.604049
274944,0.499657,0.738742,0.602210
275136,0.501060,0.738199,0.600369
275328,0.502464,0.737655,0.598527
275520,0.503870,0.737111,0.596683
275712,0.505278,0.736567,0.594838
275904,0.506687,0.736023,0.592991
276096,0.508097,0.735478,0.591143
276288,0.509509,0.734933,0.589294
276480,0.510922,0.734388,0.587443
276672,0.512337,0.733843,0.585591
276864,0.513753,0.733297,0.583738
277056,0.515170,0.732752,0.581884
277248,0.516589,0.732206,0.580029
277440,0.518009,0.731659,0.578173
277632,0.519431,0.731113,0.576316
277824,0.520853,0.730566,0.574458
278016,0.522277,0.730019,0.572600
278208,0.523702,0.729472,0.570740
278400,0.525129,0.728924,0.568880
278592,0.526556,0.728377,0.567019
278784,0.527985,0.727829,0.565158
278976,0.529415,0.727281,0.563296
279168,0.530846,0.726732,0.561434
279360,0.532278,0.726184,0.559571
279552,0.533711,0.725635,0.557708
279744,0.535145,0.725086,0.555845
279936,0.536580,0.724537,0.553981
280128,0.538017,0.723988,0.552117
280320,0.539454,0.723438,0.550253
280512,0.540892,0.722888,0.548389
280704,0.542332,0.722339,0.546525
280896,0.543772,0.721788,0.544661
281088,0.545213,0.721238,0.542798
281280,0.546655,0.720687,0.540934
281472,0.548098,0.720137,0.539071
281664,0.549542,0.719586,0.537208
281856,0.550987,0.719035,0.535345
282048,0.552432,0.718483,0.533482
282240,0.553879,0.717932,0.531621
282432,0.555326,0.717380,0.529759
282624,0.556774,0.716829,0.527899
282816,0.558222,0.716277,0.526038
283008,0.559672,0.715724,0.524179
283200,0.561122,0.715172,0.522320
283392,0.562573,0.714620,0.520462
283584,0.564024,0.714067,0.518605
283776,0.565476,0.713514,0.516749
283968,0.566929,0.712961,0.514894
284160,0.568382,0.712408,0.513040
284352,0.569836,0.711855,0.511188
284544,0.571290,0.711301,0.509336
284736,0.572746,0.710748,0.507485
284928,0.574201,0.710194,0.505636
285120,0.575657,0.709640,0.503788
285312,0.577114,0.709086,0.501942
285504,0.578571,0.708532,0.500097
285696,0.580028,0.707978,0.498253
285888,0.581486,0.707423,0.496412
286080,0.582944,0.706869,0.494571
286272,0.584403,0.706314,0.492733
286464,0.585862,0.705759,0.490896
286656,0.587321,0.705204,0.489061
286848,0.588781,0.704649,0.487228
287040,0.590241,0.704094,0.485397
287232,0.591701,0.703539,0.483568
287424,0.593161,0.702983,0.481741
287616,0.594622,0.702428,0.479916
287808,0.596083,0.701872,0.478093
288000,0.597544,0.701316,0.476272
288192,0.599005,0.700761,0.474454
288384,0.600467,0.700205,0.472638
288576,0.601928,0.699648,0.470824
288768,0.603390,0.699092,0.469013
288960,0.604852,0.698536,0.467204
289152,0.606314,0.697980,0.465398
289344,0.607776,0.697423,0.463594
289536,0.609238,0.696867,0.461794
289728,0.610700,0.696310,0.459995
289920,0.612162,0.695753,0.458200
290112,0.613623,0.695196,0.456408
290304,0.615085,0.694639,0.454618
290496,0.616547,0.694082,0.452831
290688,0.618009,0.693525,0.451048
290880,0.619470,0.692968,0.449267
291072,0.620932,0.692411,0.447490
291264,0.622393,0.691854,0.445715
291456,0.623854,0.691296,0.443944
291648,0.625315,0.690739,0.442176
291840,0.626776,0.690181,0.440412
292032,0.628236,0.689624,0.438651
292224,0.629697,0.689066,0.436893
292416,0.631157,0.688508,0.435139
292608,0.632616,0.687951,0.433389
292800,0.634076,0.687393,0.431642
292992,0.635535,0.686835,0.429898
293184,0.636993,0.686277,0.428159
293376,0.638452,0.685719,0.426423
293568,0.639909,0.685161,0.424691
293760,0.641367,0.684603,0.422962
293952,0.642824,0.684045,0.421238
294144,0.644280,0.683487,0.419518
294336,0.645736,0.682929,0.417802
294528,0.647192,0.682371,0.416089
294720,0.648647,0.681812,0.414381
294912,0.650101,0.681254,0.412677
295104,0.651555,0.680696,0.410977
295296,0.653009,0.680138,0.409282
295488,0.654461,0.679579,0.407591
295680,0.655914,0.679021,0.405904
295872,0.657365,0.678463,0.404222
296064,0.658816,0.677904,0.402544
296256,0.660266,0.677346,0.400870
296448,0.661715,0.676788,0.399201
296640,0.663164,0.676229,0.397537
296832,0.664612,0.675671,0.395878
297024,0.666059,0.675113,0.394223
297216,0.667506,0.674554,0.392573
297408,0.668951,0.673996,0.390927
297600,0.670396,0.673437,0.389287
297792,0.671840,0.672879,0.387651
297984,0.673283,0.672321,0.386020
298176,0.674725,0.671762,0.384395
298368,0.676166,0.671204,0.382774
298560,0.677606,0.670646,0.381158
298752,0.679046,0.670087,0.379548
298944,0.680484,0.669529,0.377942
299136,0.681922,0.668971,0.376342
299328,0.683358,0.668413,0.374747
299520,0.684793,0.667854,0.373157
299712,0.686228,0.667296,0.371573
299904,0.687661,0.666738,0.369994
300096,0.689093,0.666180,0.368420
300288,0.690524,0.665622,0.366852
300480,0.691954,0.665064,0.365289
300672,0.693383,0.664506,0.363732
300864,0.694810,0.663948,0.362180
301056,0.696237,0.663390,0.360634
301248,0.697662,0.662832,0.359093
301440,0.699086,0.662274,0.357559
301632,0.700508,0.661716,0.356030
301824,0.701930,0.661159,0.354506
302016,0.703350,0.660601,0.352989
302208,0.704769,0.660043,0.351477
302400,0.706186,0.659486,0.349971
302592,0.707602,0.658928,0.348471
302784,0.709017,0.658371,0.346977
302976,0.710430,0.657814,0.345489
303168,0.711842,0.657256,0.344007
303360,0.713253,0.656699,0.342531
303552,0.714662,0.656142,0.341061
303744,0.716069,0.655585,0.339597
303936,0.717476,0.655028,0.338140
304128,0.718880,0.654471,0.336688
304320,0.720283,0.653915,0.335243
304512,0.721685,0.653358,0.333804
304704,0.723085,0.652801,0.332371
304896,0.724483,0.652245,0.330944
305088,0.725880,0.651688,0.329524
305280,0.727275,0.651132,0.328110
305472,0.728668,0.650576,0.326703
305664,0.730060,0.650020,0.325301
305856,0.731450,0.649464,0.323907
306048,0.732839,0.648908,0.322519
306240,0.734225,0.648352,0.321137
306432,0.735610,0.647796,0.319762
306624,0.736993,0.647241,0.318393
306816,0.738375,0.646685,0.317031
307008,0.739754,0.646130,0.315675
307200,0.741132,0.645574,0.314327
307392,0.742508,0.645019,0.312984
307584,0.743882,0.644464,0.311649
307776,0.745254,0.643909,0.310320
307968,0.746625,0.643355,0.308998
308160,0.747993,0.642800,0.307683
308352,0.749359,0.642246,0.306374
308544,0.750724,0.641691,0.305072
308736,0.752086,0.641137,0.303777
308928,0.753447,0.640583,0.302489
309120,0.754805,0.640029,0.301208
309312,0.756162,0.639475,0.299933
309504,0.757516,0.638922,0.298666
309696,0.758868,0.638368,0.297405
309888,0.760219,0.637815,0.296151
310080,0.761567,0.637262,0.294904
310272,0.762913,0.636709,0.293665
310464,0.764256,0.636156,0.292432
310656,0.765598,0.635603,0.291206
310848,0.766938,0.635050,0.289987
311040,0.768275,0.634498,0.288775
311232,0.769610,0.633946,0.287571
311424,0.770943,0.633394,0.286373
311616,0.772273,0.632842,0.285182
311808,0.773601,0.632290,0.283999
312000,0.774927,0.631739,0.282822
312192,0.776251,0.631187,0.281653
312384,0.777572,0.630636,0.280491
312576,0.778891,0.630085,0.279336
312768,0.780208,0.629534,0.278188
312960,0.781522,0.628984,0.277047
313152,0.782834,0.628433,0.275914
313344,0.784143,0.627883,0.274787
313536,0.785450,0.627333,0.273668
313728,0.786755,0.626783,0.272556
313920,0.788056,0.626234,0.271451
314112,0.789356,0.625684,0.270354
314304,0.790653,0.625135,0.269263
314496,0.791947,0.624586,0.268180
314688,0.793239,0.624037,0.267104
314880,0.794528,0.623489,0.266036
315072,0.795815,0.622940,0.264974
315264,0.797099,0.622392,0.263920
315456,0.798380,0.621844,0.262873
315648,0.799659,0.621296,0.261834
315840,0.800935,0.620749,0.260801
316032,0.802209,0.620201,0.259776
316224,0.803479,0.619654,0.258759
316416,0.804747,0.619108,0.257748
316608,0.806013,0.618561,0.256745
316800,0.807275,0.618015,0.255749
316992,0.808535,0.617468,0.254760
317184,0.809792,0.616922,0.253779
317376,0.811046,0.616377,0.252805
317568,0.812297,0.615831,0.251838
317760,0.813546,0.615286,0.250879
317952,0.814792,0.614741,0.249927
318144,0.816034,0.614197,0.248982
318336,0.817274,0.613652,0.248044
318528,0.818511,0.613108,0.247114
318720,0.819745,0.612564,0.246191
318912,0.820976,0.612020,0.245275
319104,0.822204,0.611477,0.244366
319296,0.823429,0.610934,0.243465
319488,0.824651,0.610391,0.242571
319680,0.825870,0.609848,0.241684
319872,0.827087,0.609306,0.240805
320064,0.828300,0.608764,0.239932
320256,0.829510,0.608222,0.239067
320448,0.830716,0.607680,0.238210
320640,0.831920,0.607139,0.237359
320832,0.833121,0.606598,0.236516
321024,0.834318,0.606057,0.235680
321216,0.835513,0.605517,0.234851
321408,0.836704,0.604977,0.234029
321600,0.837892,0.604437,0.233214
321792,0.839077,0.603898,0.232407
321984,0.840258,0.603358,0.231607
322176,0.841436,0.602819,0.230814
322368,0.842612,0.602281,0.230028
322560,0.843783,0.601742,0.229249
322752,0.844952,0.601204,0.228477
322944,0.846117,0.600667,0.227713
323136,0.847279,0.600129,0.226955
323328,0.848438,0.599592,0.226205
323520,0.849593,0.599055,0.225461
323712,0.850745,0.598519,0.224725
323904,0.851893,0.597982,0.223996
324096,0.853038,0.597447,0.223274
324288,0.854180,0.596911,0.222558
324480,0.855318,0.596376,0.221850
324672,0.856453,0.595841,0.221149
324864,0.857584,0.595306,0.220455
325056,0.858712,0.594772,0.219767
325248,0.859836,0.594238,0.219087
325440,0.860957,0.593704,0.218414
325632,0.862075,0.593171,0.217747
325824,0.863188,0.592638,0.217087
326016,0.864299,0.592106,0.216435
326208,0.865405,0.591573,0.215789
326400,0.866508,0.591041,0.215150
326592,0.867608,0.590510,0.214517
326784,0.868704,0.589979,0.213892
326976,0.869796,0.589448,0.213273
327168,0.870884,0.588917,0.212661
327360,0.871969,0.588387,0.212056
327552,0.873050,0.587857,0.211457
327744,0.874128,0.587328,0.210865
327936,0.875202,0.586799,0.210280
328128,0.876272,0.586270,0.209701
328320,0.877338,0.585742,0.209129
328512,0.878401,0.585214,0.208564
328704,0.879459,0.584686,0.208005
328896,0.880514,0.584159,0.207453
329088,0.881566,0.583632,0.206907
329280,0.882613,0.583106,0.206368
329472,0.883656,0.582580,0.205835
329664,0.884696,0.582054,0.205309
329856,0.885732,0.581529,0.204789
330048,0.886764,0.581004,0.204276
330240,0.887792,0.580479,0.203769
330432,0.888816,0.579955,0.203268
330624,0.889836,0.579431,0.202774
330816,0.890853,0.578908,0.202286
331008,0.891865,0.578385,0.201804
331200,0.892874,0.577862,0.201329
331392,0.893878,0.577340,0.200860
331584,0.894879,0.576818,0.200397
331776,0.895875,0.576297,0.199940
331968,0.896867,0.575776,0.199489
332160,0.897856,0.575255,0.199044
332352,0.898840,0.574735,0.198606
332544,0.899820,0.574215,0.198174
332736,0.900797,0.573696,0.197747
332928,0.901769,0.573177,0.197327
333120,0.902737,0.572659,0.196912
333312,0.903701,0.572141,0.196504
333504,0.904661,0.571623,0.196101
333696,0.905616,0.571106,0.195705
333888,0.906568,0.570589,0.195314
334080,0.907515,0.570073,0.194929
334272,0.908458,0.569557,0.194550
334464,0.909397,0.569041,0.194177
334656,0.910332,0.568526,0.193809
334848,0.911263,0.568011,0.193447
335040,0.912189,0.567497,0.193091
335232,0.913111,0.566984,0.192741
335424,0.914029,0.566470,0.192396
335616,0.914942,0.565957,0.192056
335808,0.915851,0.565445,0.191723
336000,0.916756,0.564933,0.191394
336192,0.917657,0.564422,0.191072
336384,0.918553,0.563911,0.190754
336576,0.919445,0.563400,0.190442
336768,0.920333,0.562890,0.190136
336960,0.921216,0.562380,0.189835
337152,0.922095,0.561871,0.189539
337344,0.922970,0.561362,0.189249
337536,0.923840,0.560854,0.188963
337728,0.924705,0.560346,0.188683
337920,0.925567,0.559839,0.188409
338112,0.926424,0.559332,0.188139
338304,0.927276,0.558826,0.187874
338496,0.928124,0.558320,0.187615
338688,0.928967,0.557815,0.187361
338880,0.929806,0.557310,0.187111
339072,0.930641,0.556805,0.186867
339264,0.931471,0.556301,0.186628
339456,0.932296,0.555798,0.186393
339648,0.933117,0.555295,0.186164
339840,0.933934,0.554792,0.185939
340032,0.934745,0.554290,0.185719
340224,0.935553,0.553789,0.185504
340416,0.936355,0.553288,0.185294
340608,0.937154,0.552788,0.185089
340800,0.937947,0.552288,0.184888
340992,0.938736,0.551788,0.184691
341184,0.939520,0.551289,0.184500
341376,0.940300,0.550791,0.184313
341568,0.941075,0.550293,0.184130
341760,0.941845,0.549795,0.183952
341952,0.942611,0.549298,0.183779
342144,0.943372,0.548802,0.183610
342336,0.944128,0.548306,0.183445
342528,0.944880,0.547811,0.183285
342720,0.945627,0.547316,0.183129
342912,0.946369,0.546822,0.182977
343104,0.947107,0.546328,0.182830
343296,0.947840,0.545835,0.182686
343488,0.948568,0.545342,0.182547
343680,0.949291,0.544850,0.182412
343872,0.950009,0.544358,0.182282
344064,0.950723,0.543867,0.182155
344256,0.951432,0.543377,0.182032
344448,0.952136,0.542887,0.181914
344640,0.952835,0.542397,0.181799
344832,0.953530,0.541908,0.181688
345024,0.954220,0.541420,0.181581
345216,0.954904,0.540932,0.181478
345408,0.955584,0.540445,0.181379
345600,0.956260,0.539958,0.181284
345792,0.956930,0.539472,0.181192
345984,0.957595,0.538986,0.181104
346176,0.958256,0.538501,0.181020
346368,0.958911,0.538017,0.180939
346560,0.959562,0.537533,0.180862
346752,0.960208,0.537050,0.180789
346944,0.960849,0.536567,0.180719
347136,0.961485,0.536085,0.180652
347328,0.962116,0.535603,0.180589
347520,0.962742,0.535122,0.180530
347712,0.963363,0.534642,0.180474
347904,0.963979,0.534162,0.180421
348096,0.964590,0.533682,0.180371
348288,0.965197,0.533204,0.180325
348480,0.965798,0.532726,0.180282
348672,0.966394,0.532248,0.180242
348864,0.966985,0.531771,0.180206
349056,0.967571,0.531295,0.180172
349248,0.968152,0.530819,0.180142
349440,0.968729,0.530344,0.180114
349632,0.969300,0.529869,0.180090
349824,0.969866,0.529395,0.180069
350016,0.970427,0.528922,0.180050
350208,0.970983,0.528449,0.180035
350400,0.971533,0.527977,0.180022
350592,0.972079,0.527505,0.180013
350784,0.972620,0.527034,0.180006
350976,0.973155,0.526564,0.180001
351168,0.973686,0.526094,0.180000
351360,0.974211,0.525625,0.180001
351552,0.974731,0.525156,0.180005
351744,0.975246,0.524689,0.180012
351936,0.975756,0.524221,0.180021
352128,0.976261,0.523755,0.180033
352320,0.976761,0.523289,0.180047
352512,0.977256,0.522823,0.180064
352704,0.977745,0.522358,0.180083
352896,0.978229,0.521894,0.180105
353088,0.978708,0.521431,0.180129
353280,0.979182,0.520968,0.180155
353472,0.979651,0.520506,0.180184
353664,0.980114,0.520044,0.180215
353856,0.980572,0.519583,0.180248
354048,0.981026,0.519123,0.180283
354240,0.981473,0.518663,0.180321
354432,0.981916,0.518204,0.180360
354624,0.982353,0.517745,0.180402
354816,0.982786,0.517288,0.180446
355008,0.983213,0.516831,0.180492
355200,0.983634,0.516374,0.180540
355392,0.984051,0.515918,0.180590
355584,0.984462,0.515463,0.180642
355776,0.984868,0.515009,0.180696
355968,0.985268,0.514555,0.180751
356160,0.985664,0.514102,0.180809
356352,0.986054,0.513649,0.180868
356544,0.986439,0.513197,0.180929
356736,0.986818,0.512746,0.180992
356928,0.987192,0.512296,0.181057
357120,0.987561,0.511846,0.181123
357312,0.987925,0.511397,0.181191
357504,0.988283,0.510948,0.181260
357696,0.988636,0.510500,0.181331
357888,0.988984,0.510053,0.181404
358080,0.989326,0.509607,0.181478
358272,0.989663,0.509161,0.181554
358464,0.989995,0.508716,0.181631
358656,0.990321,0.508271,0.181709
358848,0.990642,0.507828,0.181789
359040,0.990958,0.507385,0.181871
359232,0.991268,0.506942,0.181953
359424,0.991573,0.506501,0.182037
359616,0.991873,0.506060,0.182122
359808,0.992167,0.505620,0.182208
360000,0.992456,0.505180,0.182296
360192,0.992739,0.504741,0.182385
360384,0.993018,0.504303,0.182475
360576,0.993290,0.503866,0.182566
360768,0.993558,0.503429,0.182658
360960,0.993820,0.502993,0.182751
361152,0.994076,0.502558,0.182845
361344,0.994327,0.502123,0.182940
361536,0.994573,0.501689,0.183037
361728,0.994813,0.501256,0.183134
361920,0.995048,0.500823,0.183232
362112,0.995278,0.500392,0.183331
362304,0.995502,0.499961,0.183430
362496,0.995721,0.499530,0.183531
362688,0.995934,0.499101,0.183632
362880,0.996142,0.498672,0.183734
363072,0.996344,0.498244,0.183837
363264,0.996541,0.497816,0.183941
363456,0.996733,0.497390,0.184045
363648,0.996919,0.496964,0.184150
363840,0.997099,0.496538,0.184256
364032,0.997275,0.496114,0.184362
364224,0.997445,0.495690,0.184469
364416,0.997609,0.495267,0.184576
364608,0.997768,0.494845,0.184684
364800,0.997921,0.494424,0.184792
364992,0.998069,0.494003,0.184901
365184,0.998212,0.493583,0.185010
365376,0.998349,0.493163,0.185120
365568,0.998481,0.492745,0.185230
365760,0.998607,0.492327,0.185340
365952,0.998728,0.491910,0.185451
366144,0.998843,0.491494,0.185562
366336,0.998953,0.491078,0.185674
366528,0.999057,0.490664,0.185785
366720,0.999156,0.490250,0.185897
366912,0.999249,0.489836,0.186010
367104,0.999337,0.489424,0.186122
367296,0.999420,0.489012,0.186234
367488,0.999497,0.488601,0.186347
367680,0.999568,0.488191,0.186460
367872,0.999634,0.487782,0.186573
368064,0.999695,0.487373,0.186686
368256,0.999750,0.486965,0.186799
368448,0.999799,0.486558,0.186912
368640,0.999844,0.486152,0.187025
368832,0.999882,0.485746,0.187138
369024,0.999915,0.485342,0.187251
369216,0.999943,0.484938,0.187364
369408,0.999965,0.484535,0.187477
369600,0.999982,0.484132,0.187590
369792,0.999993,0.483731,0.187703
369984,0.999999,0.483330,0.187816
370176,0.999999,0.482930,0.187928
370368,0.999994,0.482531,0.188040
370560,0.999984,0.482132,0.188152
370752,0.999967,0.481735,0.188264
370944,0.999946,0.481338,0.188376
371136,0.999919,0.480942,0.188487
371328,0.999886,0.480546,0.188598
371520,0.999848,0.480152,0.188709
371712,0.999805,0.479758,0.188819
371904,0.999756,0.479365,0.188930
372096,0.999701,0.478973,0.189039
372288,0.999641,0.478582,0.189149
372480,0.999576,0.478192,0.189258
372672,0.999505,0.477802,0.189366
372864,0.999428,0.477413,0.189475
373056,0.999347,0.477025,0.189582
373248,0.999259,0.476638,0.189689
373440,0.999166,0.476252,0.189796
373632,0.999068,0.475866,0.189903
373824,0.998964,0.475482,0.190008
374016,0.998855,0.475098,0.190113
374208,0.998741,0.474715,0.190218
374400,0.998620,0.474333,0.190322
374592,0.998495,0.473951,0.190426
374784,0.998364,0.473571,0.190529
374976,0.998227,0.473191,0.190631
375168,0.998085,0.472812,0.190733
375360,0.997938,0.472434,0.190834
375552,0.997785,0.472057,0.190934
375744,0.997627,0.471680,0.191034
375936,0.997463,0.471305,0.191133
376128,0.997294,0.470930,0.191231
376320,0.997119,0.470556,0.191329
376512,0.996939,0.470183,0.191425
376704,0.996753,0.469811,0.191522
376896,0.996563,0.469440,0.191617
377088,0.996366,0.469069,0.191711
377280,0.996164,0.468699,0.191805
377472,0.995957,0.468331,0.191898
377664,0.995744,0.467963,0.191990
377856,0.995526,0.467596,0.192082
378048,0.995303,0.467229,0.192172
378240,0.995074,0.466864,0.192262
378432,0.994840,0.466500,0.192351
378624,0.994600,0.466136,0.192438
378816,0.994355,0.465773,0.192526
379008,0.994104,0.465411,0.192612
379200,0.993848,0.465050,0.192697
379392,0.993587,0.464690,0.192781
379584,0.993320,0.464331,0.192864
379776,0.993048,0.463972,0.192947
379968,0.992770,0.463614,0.193028
380160,0.992488,0.463258,0.193109
380352,0.992199,0.462902,0.193188
380544,0.991906,0.462547,0.193267
380736,0.991607,0.462193,0.193344
380928,0.991302,0.461840,0.193421
381120,0.990993,0.461487,0.193496
381312,0.990678,0.461136,0.193571
381504,0.990357,0.460785,0.193644
381696,0.990031,0.460435,0.193717
381888,0.989700,0.460087,0.193788
382080,0.989364,0.459739,0.193858
382272,0.989022,0.459392,0.193927
382464,0.988675,0.459045,0.193996
