# engine-hybrid-stack control log
sample_rate_hz=48000 frames=726000 bpm=128 beats=28
euclid_steps=11 fills=6 rotate=2 steps_per_beat=4
burst_cluster=4 spacing_samples=360 frames_per_step=5625
euclid_seed=0xc0ffee burst_seed=0xb17eb5e
events=244
index,engine,when_samples,euclid_step,burst_idx,pan,sampler_brightness,sampler_drive,resonator_bloom,resonator_feedback,granular_density,macro_pan
399168,0.778177,0.249346,0.359199,0.540627,0.795390,0.892360
399264,0.778664,0.249442,0.359452,0.540946,0.795043,0.892300
399360,0.779150,0.249538,0.359706,0.541264,0.794695,0.892239
399456,0.779637,0.249634,0.359959,0.541583,0.794347,0.892179
399552,0.780123,0.249730,0.360213,0.541902,0.793998,0.892118
399648,0.780609,0.249827,0.360467,0.542222,0.793649,0.892058
399744,0.781094,0.249923,0.360721,0.542541,0.793300,0.891997
399840,0.781579,0.250020,0.360976,0.542861,0.792951,0.891936
399936,0.782064,0.250116,0.361230,0.543180,0.792601,0.891876
400032,0.782549,0.250213,0.361484,0.543500,0.792251,0.891815
400128,0.783033,0.250310,0.361739,0.543821,0.791901,0.891754
400224,0.783517,0.250407,0.361994,0.544141,0.791551,0.891694
400320,0.784001,0.250503,0.362249,0.544462,0.791200,0.891633
400416,0.784484,0.250600,0.362504,0.544782,0.790849,0.891572
400512,0.784967,0.250698,0.362759,0.545103,0.790497,0.891511
400608,0.785450,0.250795,0.363014,0.545424,0.790146,0.891451
400704,0.785933,0.250892,0.363269,0.545746,0.789794,0.891390
400800,0.786415,0.250989,0.363525,0.546067,0.789441,0.891329
400896,0.786897,0.251087,0.363780,0.546389,0.789089,0.891268
400992,0.787378,0.251184,0.364036,0.546711,0.788736,0.891207
401088,0.787859,0.251282,0.364292,0.547033,0.788383,0.891146
401184,0.788340,0.251380,0.364548,0.547355,0.788029,0.891085
401280,0.788821,0.251478,0.364804,0.547677,0.787676,0.891024
401376,0.789301,0.251576,0.365061,0.548000,0.787322,0.890963
401472,0.789781,0.251674,0.365317,0.548323,0.786967,0.890902
401568,0.790261,0.251772,0.365573,0.548645,0.786613,0.890841
401664,0.790741,0.251870,0.365830,0.548969,0.786258,0.890779
401760,0.791220,0.251968,0.366087,0.549292,0.785903,0.890718
401856,0.791698,0.252066,0.366344,0.549615,0.785547,0.890657
401952,0.792177,0.252165,0.366601,0.549939,0.785191,0.890596
402048,0.792655,0.252263,0.366858,0.550263,0.784835,0.890534
402144,0.793133,0.252362,0.367115,0.550587,0.784479,0.890473
402240,0.793610,0.252461,0.367372,0.550911,0.784122,0.890412
402336,0.794087,0.252559,0.367630,0.551235,0.783765,0.890350
402432,0.794564,0.252658,0.367888,0.551560,0.783408,0.890289
402528,0.795041,0.252757,0.368145,0.551885,0.783051,0.890228
402624,0.795517,0.252856,0.368403,0.552209,0.782693,0.890166
402720,0.795993,0.252955,0.368661,0.552534,0.782335,0.890105
402816,0.796468,0.253054,0.368919,0.552860,0.781977,0.890043
402912,0.796944,0.253154,0.369178,0.553185,0.781618,0.889982
403008,0.797419,0.253253,0.369436,0.553511,0.781259,0.889920
403104,0.797893,0.253352,0.369694,0.553836,0.780900,0.889858
403200,0.798367,0.253452,0.369953,0.554162,0.780540,0.889797
403296,0.798841,0.253552,0.370212,0.554488,0.780181,0.889735
403392,0.799315,0.253651,0.370471,0.554815,0.779820,0.889673
403488,0.799788,0.253751,0.370730,0.555141,0.779460,0.889612
403584,0.800261,0.253851,0.370989,0.555468,0.779100,0.889550
403680,0.800734,0.253951,0.371248,0.555795,0.778739,0.889488
403776,0.801206,0.254051,0.371507,0.556122,0.778377,0.889426
403872,0.801678,0.254151,0.371767,0.556449,0.778016,0.889364
403968,0.802149,0.254251,0.372026,0.556776,0.777654,0.889303
404064,0.802620,0.254352,0.372286,0.557104,0.777292,0.889241
404160,0.803091,0.254452,0.372546,0.557431,0.776930,0.889179
404256,0.803562,0.254553,0.372806,0.557759,0.776567,0.889117
404352,0.804032,0.254653,0.373066,0.558087,0.776204,0.889055
404448,0.804502,0.254754,0.373326,0.558415,0.775841,0.888993
404544,0.804971,0.254855,0.373587,0.558743,0.775478,0.888931
404640,0.805441,0.254955,0.373847,0.559072,0.775114,0.888869
404736,0.805909,0.255056,0.374108,0.559401,0.774750,0.888807
404832,0.806378,0.255157,0.374368,0.559729,0.774386,0.888744
404928,0.806846,0.255258,0.374629,0.560058,0.774021,0.888682
405024,0.807314,0.255360,0.374890,0.560388,0.773656,0.888620
405120,0.807781,0.255461,0.375151,0.560717,0.773291,0.888558
405216,0.808248,0.255562,0.375412,0.561047,0.772926,0.888496
405312,0.808715,0.255664,0.375674,0.561376,0.772560,0.888433
405408,0.809181,0.255765,0.375935,0.561706,0.772194,0.888371
405504,0.809647,0.255867,0.376197,0.562036,0.771828,0.888309
405600,0.810113,0.255968,0.376458,0.562366,0.771461,0.888246
405696,0.810578,0.256070,0.376720,0.562697,0.771094,0.888184
405792,0.811043,0.256172,0.376982,0.563027,0.770727,0.888122
405888,0.811507,0.256274,0.377244,0.563358,0.770360,0.888059
405984,0.811972,0.256376,0.377506,0.563689,0.769992,0.887997
406080,0.812435,0.256478,0.377768,0.564019,0.769624,0.887934
406176,0.812899,0.256580,0.378031,0.564351,0.769256,0.887872
406272,0.813362,0.256683,0.378293,0.564682,0.768888,0.887809
406368,0.813825,0.256785,0.378556,0.565013,0.768519,0.887746
406464,0.814287,0.256887,0.378818,0.565345,0.768150,0.887684
406560,0.814749,0.256990,0.379081,0.565677,0.767781,0.887621
406656,0.815211,0.257093,0.379344,0.566009,0.767411,0.887558
406752,0.815672,0.257195,0.379607,0.566341,0.767041,0.887496
406848,0.816133,0.257298,0.379871,0.566673,0.766671,0.887433
406944,0.816593,0.257401,0.380134,0.567006,0.766301,0.887370
407040,0.817054,0.257504,0.380397,0.567338,0.765930,0.887307
407136,0.817513,0.257607,0.380661,0.567671,0.765559,0.887245
407232,0.817973,0.257710,0.380925,0.568004,0.765188,0.887182
407328,0.818432,0.257813,0.381188,0.568337,0.764816,0.887119
407424,0.818890,0.257917,0.381452,0.568670,0.764445,0.887056
407520,0.819349,0.258020,0.381716,0.569004,0.764073,0.886993
407616,0.819806,0.258123,0.381980,0.569337,0.763700,0.886930
407712,0.820264,0.258227,0.382245,0.569671,0.763328,0.886867
407808,0.820721,0.258331,0.382509,0.570005,0.762955,0.886804
407904,0.821178,0.258434,0.382773,0.570339,0.762582,0.886741
408000,0.821634,0.258538,0.383038,0.570673,0.762208,0.886678
408096,0.822090,0.258642,0.383303,0.571007,0.761835,0.886615
408192,0.822546,0.258746,0.383568,0.571342,0.761461,0.886551
408288,0.823001,0.258850,0.383832,0.571677,0.761087,0.886488
408384,0.823456,0.258954,0.384098,0.572011,0.760712,0.886425
408480,0.823910,0.259059,0.384363,0.572346,0.760337,0.886362
408576,0.824364,0.259163,0.384628,0.572681,0.759962,0.886299
408672,0.824818,0.259267,0.384893,0.573017,0.759587,0.886235
408768,0.825271,0.259372,0.385159,0.573352,0.759212,0.886172
408864,0.825724,0.259476,0.385425,0.573688,0.758836,0.886109
408960,0.826177,0.259581,0.385690,0.574023,0.758460,0.886045
409056,0.826629,0.259686,0.385956,0.574359,0.758083,0.885982
409152,0.827080,0.259791,0.386222,0.574695,0.757707,0.885918
409248,0.827532,0.259895,0.386488,0.575032,0.757330,0.885855
409344,0.827983,0.260000,0.386754,0.575368,0.756953,0.885791
409440,0.828433,0.260106,0.387021,0.575704,0.756575,0.885728
409536,0.828883,0.260211,0.387287,0.576041,0.756198,0.885664
409632,0.829333,0.260316,0.387554,0.576378,0.755820,0.885601
409728,0.829782,0.260421,0.387820,0.576715,0.755442,0.885537
409824,0.830231,0.260527,0.388087,0.577052,0.755063,0.885473
409920,0.830679,0.260632,0.388354,0.577389,0.754685,0.885410
410016,0.831128,0.260738,0.388621,0.577726,0.754306,0.885346
410112,0.831575,0.260844,0.388888,0.578064,0.753926,0.885282
410208,0.832023,0.260949,0.389155,0.578402,0.753547,0.885219
410304,0.832469,0.261055,0.389423,0.578739,0.753167,0.885155
410400,0.832916,0.261161,0.389690,0.579077,0.752787,0.885091
410496,0.833362,0.261267,0.389958,0.579415,0.752407,0.885027
410592,0.833808,0.261373,0.390225,0.579754,0.752026,0.884963
410688,0.834253,0.261479,0.390493,0.580092,0.751645,0.884899
410784,0.834698,0.261586,0.390761,0.580431,0.751264,0.884835
410880,0.835142,0.261692,0.391029,0.580769,0.750883,0.884771
410976,0.835586,0.261798,0.391297,0.581108,0.750501,0.884707
411072,0.836030,0.261905,0.391565,0.581447,0.750119,0.884643
411168,0.836473,0.262011,0.391834,0.581786,0.749737,0.884579
411264,0.836915,0.262118,0.392102,0.582126,0.749355,0.884515
411360,0.837358,0.262225,0.392371,0.582465,0.748972,0.884451
411456,0.837800,0.262332,0.392639,0.582805,0.748589,0.884387
411552,0.838241,0.262439,0.392908,0.583144,0.748206,0.884323
411648,0.838682,0.262546,0.393177,0.583484,0.747823,0.884259
411744,0.839123,0.262653,0.393446,0.583824,0.747439,0.884194
411840,0.839563,0.262760,0.393715,0.584164,0.747055,0.884130
411936,0.840003,0.262867,0.393984,0.584505,0.746671,0.884066
412032,0.840442,0.262975,0.394254,0.584845,0.746287,0.884002
412128,0.840881,0.263082,0.394523,0.585185,0.745902,0.883937
412224,0.841320,0.263190,0.394793,0.585526,0.745517,0.883873
412320,0.841758,0.263297,0.395062,0.585867,0.745132,0.883809
412416,0.842196,0.263405,0.395332,0.586208,0.744746,0.883744
412512,0.842633,0.263513,0.395602,0.586549,0.744361,0.883680
412608,0.843070,0.263621,0.395872,0.586890,0.743975,0.883615
412704,0.843506,0.263728,0.396142,0.587232,0.743589,0.883551
412800,0.843942,0.263837,0.396412,0.587573,0.743202,0.883486
412896,0.844377,0.263945,0.396682,0.587915,0.742815,0.883422
412992,0.844812,0.264053,0.396953,0.588257,0.742428,0.883357
413088,0.845247,0.264161,0.397223,0.588599,0.742041,0.883292
413184,0.845681,0.264269,0.397494,0.588941,0.741654,0.883228
413280,0.846115,0.264378,0.397765,0.589283,0.741266,0.883163
413376,0.846548,0.264486,0.398036,0.589625,0.740878,0.883098
413472,0.846981,0.264595,0.398307,0.589968,0.740490,0.883034
413568,0.847414,0.264704,0.398578,0.590310,0.740101,0.882969
413664,0.847846,0.264812,0.398849,0.590653,0.739713,0.882904
413760,0.848277,0.264921,0.399120,0.590996,0.739324,0.882839
413856,0.848708,0.265030,0.399391,0.591339,0.738934,0.882774
413952,0.849139,0.265139,0.399663,0.591682,0.738545,0.882709
414048,0.849569,0.265248,0.399935,0.592025,0.738155,0.882644
414144,0.849999,0.265358,0.400206,0.592369,0.737765,0.882579
414240,0.850428,0.265467,0.400478,0.592712,0.737375,0.882515
414336,0.850857,0.265576,0.400750,0.593056,0.736984,0.882450
414432,0.851286,0.265686,0.401022,0.593400,0.736594,0.882384
414528,0.851714,0.265795,0.401294,0.593744,0.736203,0.882319
414624,0.852141,0.265905,0.401566,0.594088,0.735812,0.882254
414720,0.852568,0.266015,0.401839,0.594432,0.735420,0.882189
414816,0.852995,0.266124,0.402111,0.594776,0.735028,0.882124
414912,0.853421,0.266234,0.402384,0.595121,0.734636,0.882059
415008,0.853847,0.266344,0.402656,0.595465,0.734244,0.881994
415104,0.854272,0.266454,0.402929,0.595810,0.733852,0.881928
415200,0.854697,0.266564,0.403202,0.596155,0.733459,0.881863
415296,0.855121,0.266674,0.403475,0.596500,0.733066,0.881798
415392,0.855545,0.266785,0.403748,0.596845,0.732673,0.881733
415488,0.855968,0.266895,0.404021,0.597190,0.732280,0.881667
415584,0.856391,0.267005,0.404294,0.597535,0.731886,0.881602
415680,0.856814,0.267116,0.404568,0.597881,0.731492,0.881536
415776,0.857236,0.267227,0.404841,0.598226,0.731098,0.881471
415872,0.857658,0.267337,0.405115,0.598572,0.730704,0.881406
415968,0.858079,0.267448,0.405389,0.598918,0.730309,0.881340
416064,0.858499,0.267559,0.405662,0.599264,0.729914,0.881275
416160,0.858919,0.267670,0.405936,0.599610,0.729519,0.881209
416256,0.859339,0.267781,0.406210,0.599956,0.729124,0.881143
416352,0.859758,0.267892,0.406484,0.600302,0.728728,0.881078
416448,0.860177,0.268003,0.406758,0.600649,0.728332,0.881012
416544,0.860596,0.268114,0.407033,0.600995,0.727936,0.880947
416640,0.861013,0.268226,0.407307,0.601342,0.727540,0.880881
416736,0.861431,0.268337,0.407582,0.601689,0.727144,0.880815
416832,0.861848,0.268449,0.407856,0.602036,0.726747,0.880749
416928,0.862264,0.268560,0.408131,0.602383,0.726350,0.880684
417024,0.862680,0.268672,0.408406,0.602730,0.725953,0.880618
417120,0.863095,0.268784,0.408681,0.603077,0.725555,0.880552
417216,0.863510,0.268895,0.408956,0.603425,0.725157,0.880486
417312,0.863925,0.269007,0.409231,0.603772,0.724760,0.880420
417408,0.864339,0.269119,0.409506,0.604120,0.724361,0.880354
417504,0.864753,0.269231,0.409781,0.604468,0.723963,0.880288
417600,0.865166,0.269344,0.410057,0.604816,0.723564,0.880222
417696,0.865578,0.269456,0.410332,0.605164,0.723165,0.880156
417792,0.865990,0.269568,0.410608,0.605512,0.722766,0.880090
417888,0.866402,0.269681,0.410884,0.605860,0.722367,0.880024
417984,0.866813,0.269793,0.411160,0.606208,0.721967,0.879958
418080,0.867224,0.269906,0.411436,0.606557,0.721568,0.879892
418176,0.867634,0.270018,0.411712,0.606905,0.721168,0.879826
418272,0.868044,0.270131,0.411988,0.607254,0.720767,0.879760
418368,0.868453,0.270244,0.412264,0.607603,0.720367,0.879694
418464,0.868861,0.270357,0.412540,0.607952,0.719966,0.879627
418560,0.869270,0.270470,0.412817,0.608301,0.719565,0.879561
418656,0.869677,0.270583,0.413093,0.608650,0.719164,0.879495
418752,0.870085,0.270696,0.413370,0.608999,0.718763,0.879428
418848,0.870491,0.270809,0.413646,0.609349,0.718361,0.879362
418944,0.870898,0.270923,0.413923,0.609698,0.717959,0.879296
419040,0.871303,0.271036,0.414200,0.610048,0.717557,0.879229
419136,0.871709,0.271150,0.414477,0.610397,0.717155,0.879163
419232,0.872113,0.271263,0.414754,0.610747,0.716752,0.879096
419328,0.872518,0.271377,0.415032,0.611097,0.716349,0.879030
419424,0.872922,0.271490,0.415309,0.611447,0.715946,0.878963
419520,0.873325,0.271604,0.415586,0.611797,0.715543,0.878897
419616,0.873728,0.271718,0.415864,0.612148,0.715140,0.878830
419712,0.874130,0.271832,0.416141,0.612498,0.714736,0.878764
419808,0.874532,0.271946,0.416419,0.612848,0.714332,0.878697
419904,0.874933,0.272060,0.416697,0.613199,0.713928,0.878630
420000,0.875334,0.272174,0.416975,0.613550,0.713524,0.878564
420096,0.875734,0.272289,0.417253,0.613900,0.713119,0.878497
420192,0.876134,0.272403,0.417531,0.614251,0.712714,0.878430
420288,0.876533,0.272518,0.417809,0.614602,0.712309,0.878363
420384,0.876932,0.272632,0.418087,0.614954,0.711904,0.878297
420480,0.877330,0.272747,0.418366,0.615305,0.711499,0.878230
420576,0.877728,0.272861,0.418644,0.615656,0.711093,0.878163
420672,0.878125,0.272976,0.418923,0.616007,0.710687,0.878096
420768,0.878522,0.273091,0.419201,0.616359,0.710281,0.878029
420864,0.878918,0.273206,0.419480,0.616711,0.709875,0.877962
420960,0.879314,0.273321,0.419759,0.617062,0.709468,0.877895
421056,0.879709,0.273436,0.420038,0.617414,0.709061,0.877828
421152,0.880103,0.273551,0.420317,0.617766,0.708654,0.877761
421248,0.880497,0.273667,0.420596,0.618118,0.708247,0.877694
421344,0.880891,0.273782,0.420875,0.618470,0.707840,0.877627
421440,0.881284,0.273897,0.421155,0.618823,0.707432,0.877560
421536,0.881677,0.274013,0.421434,0.619175,0.707024,0.877493
421632,0.882069,0.274129,0.421714,0.619527,0.706616,0.877426
421728,0.882460,0.274244,0.421993,0.619880,0.706208,0.877358
421824,0.882852,0.274360,0.422273,0.620233,0.705799,0.877291
421920,0.883242,0.274476,0.422553,0.620585,0.705390,0.877224
422016,0.883632,0.274592,0.422833,0.620938,0.704982,0.877157
422112,0.884022,0.274708,0.423113,0.621291,0.704572,0.877089
422208,0.884410,0.274824,0.423393,0.621644,0.704163,0.877022
422304,0.884799,0.274940,0.423673,0.621997,0.703753,0.876955
422400,0.885187,0.275056,0.423953,0.622351,0.703344,0.876887
422496,0.885574,0.275173,0.424233,0.622704,0.702934,0.876820
422592,0.885961,0.275289,0.424514,0.623057,0.702523,0.876752
422688,0.886347,0.275405,0.424794,0.623411,0.702113,0.876685
422784,0.886733,0.275522,0.425075,0.623765,0.701702,0.876617
422880,0.887118,0.275639,0.425356,0.624118,0.701292,0.876550
422976,0.887503,0.275755,0.425637,0.624472,0.700881,0.876482
423072,0.887887,0.275872,0.425918,0.624826,0.700469,0.876415
423168,0.888271,0.275989,0.426199,0.625180,0.700058,0.876347
423264,0.888654,0.276106,0.426480,0.625534,0.699646,0.876279
423360,0.889037,0.276223,0.426761,0.625888,0.699234,0.876212
423456,0.889419,0.276340,0.427042,0.626243,0.698822,0.876144
423552,0.889800,0.276457,0.427323,0.626597,0.698410,0.876076
423648,0.890181,0.276575,0.427605,0.626951,0.697997,0.876008
423744,0.890562,0.276692,0.427887,0.627306,0.697585,0.875941
423840,0.890942,0.276810,0.428168,0.627661,0.697172,0.875873
423936,0.891321,0.276927,0.428450,0.628015,0.696759,0.875805
424032,0.891700,0.277045,0.428732,0.628370,0.696345,0.875737
424128,0.892078,0.277162,0.429014,0.628725,0.695932,0.875669
424224,0.892456,0.277280,0.429296,0.629080,0.695518,0.875601
424320,0.892833,0.277398,0.429578,0.629435,0.695104,0.875533
424416,0.893210,0.277516,0.429860,0.629790,0.694690,0.875465
424512,0.893586,0.277634,0.430142,0.630145,0.694276,0.875397
424608,0.893962,0.277752,0.430425,0.630501,0.693861,0.875329
424704,0.894337,0.277870,0.430707,0.630856,0.693446,0.875261
424800,0.894711,0.277988,0.430989,0.631212,0.693031,0.875193
424896,0.895085,0.278107,0.431272,0.631567,0.692616,0.875125
424992,0.895459,0.278225,0.431555,0.631923,0.692201,0.875057
425088,0.895831,0.278344,0.431838,0.632279,0.691785,0.874989
425184,0.896204,0.278462,0.432121,0.632635,0.691369,0.874920
425280,0.896576,0.278581,0.432404,0.632991,0.690953,0.874852
425376,0.896947,0.278700,0.432687,0.633347,0.690537,0.874784
425472,0.897317,0.278818,0.432970,0.633703,0.690121,0.874715
425568,0.897687,0.278937,0.433253,0.634059,0.689704,0.874647
425664,0.898057,0.279056,0.433536,0.634415,0.689288,0.874579
425760,0.898426,0.279175,0.433820,0.634772,0.688871,0.874510
425856,0.898794,0.279294,0.434103,0.635128,0.688454,0.874442
425952,0.899162,0.279414,0.434387,0.635485,0.688036,0.874374
426048,0.899530,0.279533,0.434671,0.635841,0.687619,0.874305
426144,0.899896,0.279652,0.434954,0.636198,0.687201,0.874237
426240,0.900263,0.279772,0.435238,0.636555,0.686783,0.874168
426336,0.900628,0.279891,0.435522,0.636912,0.686365,0.874099
426432,0.900993,0.280011,0.435806,0.637268,0.685947,0.874031
426528,0.901358,0.280131,0.436090,0.637625,0.685528,0.873962
426624,0.901722,0.280250,0.436374,0.637982,0.685110,0.873894
426720,0.902085,0.280370,0.436659,0.638340,0.684691,0.873825
426816,0.902448,0.280490,0.436943,0.638697,0.684272,0.873756
426912,0.902810,0.280610,0.437228,0.639054,0.683852,0.873688
427008,0.903172,0.280730,0.437512,0.639412,0.683433,0.873619
427104,0.903533,0.280850,0.437797,0.639769,0.683013,0.873550
427200,0.903894,0.280971,0.438081,0.640127,0.682593,0.873481
427296,0.904254,0.281091,0.438366,0.640484,0.682173,0.873412
427392,0.904613,0.281211,0.438651,0.640842,0.681753,0.873344
427488,0.904972,0.281332,0.438936,0.641200,0.681333,0.873275
427584,0.905330,0.281452,0.439221,0.641557,0.680912,0.873206
427680,0.905688,0.281573,0.439506,0.641915,0.680492,0.873137
427776,0.906045,0.281694,0.439791,0.642273,0.680071,0.873068
427872,0.906402,0.281815,0.440077,0.642631,0.679649,0.872999
427968,0.906758,0.281935,0.440362,0.642990,0.679228,0.872930
428064,0.907113,0.282056,0.440648,0.643348,0.678807,0.872861
428160,0.907468,0.282177,0.440933,0.643706,0.678385,0.872792
428256,0.907822,0.282299,0.441219,0.644064,0.677963,0.872722
428352,0.908176,0.282420,0.441505,0.644423,0.677541,0.872653
428448,0.908529,0.282541,0.441790,0.644781,0.677119,0.872584
428544,0.908882,0.282662,0.442076,0.645140,0.676696,0.872515
428640,0.909234,0.282784,0.442362,0.645498,0.676274,0.872446
428736,0.909585,0.282905,0.442648,0.645857,0.675851,0.872376
428832,0.909936,0.283027,0.442934,0.646216,0.675428,0.872307
428928,0.910286,0.283149,0.443221,0.646575,0.675005,0.872238
429024,0.910636,0.283270,0.443507,0.646933,0.674582,0.872168
429120,0.910985,0.283392,0.443793,0.647292,0.674158,0.872099
429216,0.911333,0.283514,0.444080,0.647651,0.673734,0.872030
429312,0.911681,0.283636,0.444366,0.648011,0.673310,0.871960
429408,0.912028,0.283758,0.444653,0.648370,0.672886,0.871891
429504,0.912375,0.283880,0.444940,0.648729,0.672462,0.871821
429600,0.912721,0.284002,0.445226,0.649088,0.672038,0.871752
429696,0.913067,0.284125,0.445513,0.649447,0.671613,0.871682
429792,0.913412,0.284247,0.445800,0.649807,0.671188,0.871613
429888,0.913756,0.284370,0.446087,0.650166,0.670764,0.871543
429984,0.914100,0.284492,0.446374,0.650526,0.670338,0.871474
430080,0.914443,0.284615,0.446662,0.650885,0.669913,0.871404
430176,0.914786,0.284737,0.446949,0.651245,0.669488,0.871334
430272,0.915128,0.284860,0.447236,0.651605,0.669062,0.871264
430368,0.915469,0.284983,0.447524,0.651965,0.668636,0.871195
430464,0.915810,0.285106,0.447811,0.652324,0.668210,0.871125
430560,0.916150,0.285229,0.448099,0.652684,0.667784,0.871055
430656,0.916490,0.285352,0.448386,0.653044,0.667358,0.870985
430752,0.916829,0.285475,0.448674,0.653404,0.666931,0.870916
430848,0.917167,0.285598,0.448962,0.653764,0.666505,0.870846
430944,0.917505,0.285722,0.449250,0.654124,0.666078,0.870776
431040,0.917842,0.285845,0.449538,0.654485,0.665651,0.870706
431136,0.918179,0.285969,0.449826,0.654845,0.665224,0.870636
431232,0.918515,0.286092,0.450114,0.655205,0.664796,0.870566
431328,0.918850,0.286216,0.450402,0.655566,0.664369,0.870496
431424,0.919185,0.286339,0.450691,0.655926,0.663941,0.870426
431520,0.919519,0.286463,0.450979,0.656286,0.663514,0.870356
431616,0.919853,0.286587,0.451267,0.656647,0.663086,0.870286
431712,0.920186,0.286711,0.451556,0.657008,0.662657,0.870216
431808,0.920519,0.286835,0.451845,0.657368,0.662229,0.870145
431904,0.920850,0.286959,0.452133,0.657729,0.661801,0.870075
432000,0.921182,0.287083,0.452422,0.658090,0.661372,0.870005
432096,0.921512,0.287208,0.452711,0.658450,0.660943,0.869935
432192,0.921842,0.287332,0.453000,0.658811,0.660514,0.869865
432288,0.922172,0.287456,0.453289,0.659172,0.660085,0.869794
432384,0.922500,0.287581,0.453578,0.659533,0.659656,0.869724
432480,0.922829,0.287705,0.453867,0.659894,0.659226,0.869654
432576,0.923156,0.287830,0.454156,0.660255,0.658797,0.869583
432672,0.923483,0.287955,0.454446,0.660616,0.658367,0.869513
432768,0.923809,0.288079,0.454735,0.660977,0.657937,0.869442
432864,0.924135,0.288204,0.455024,0.661339,0.657507,0.869372
432960,0.924460,0.288329,0.455314,0.661700,0.657076,0.869301
433056,0.924785,0.288454,0.455604,0.662061,0.656646,0.869231
433152,0.925109,0.288579,0.455893,0.662422,0.656215,0.869160
433248,0.925432,0.288705,0.456183,0.662784,0.655785,0.869090
433344,0.925755,0.288830,0.456473,0.663145,0.655354,0.869019
433440,0.926077,0.288955,0.456763,0.663507,0.654923,0.868949
433536,0.926398,0.289081,0.457053,0.663868,0.654491,0.868878
433632,0.926719,0.289206,0.457343,0.664230,0.654060,0.868807
433728,0.927039,0.289332,0.457633,0.664591,0.653629,0.868737
433824,0.927359,0.289457,0.457923,0.664953,0.653197,0.868666
433920,0.927677,0.289583,0.458213,0.665315,0.652765,0.868595
434016,0.927996,0.289709,0.458504,0.665677,0.652333,0.868524
434112,0.928314,0.289835,0.458794,0.666038,0.651901,0.868453
434208,0.928631,0.289961,0.459085,0.666400,0.651469,0.868383
434304,0.928947,0.290087,0.459375,0.666762,0.651036,0.868312
434400,0.929263,0.290213,0.459666,0.667124,0.650604,0.868241
434496,0.929578,0.290339,0.459956,0.667486,0.650171,0.868170
434592,0.929893,0.290465,0.460247,0.667848,0.649738,0.868099
434688,0.930207,0.290591,0.460538,0.668210,0.649305,0.868028
434784,0.930520,0.290718,0.460829,0.668572,0.648872,0.867957
434880,0.930833,0.290844,0.461120,0.668934,0.648438,0.867886
434976,0.931145,0.290971,0.461411,0.669296,0.648005,0.867815
435072,0.931456,0.291098,0.461702,0.669658,0.647571,0.867744
435168,0.931767,0.291224,0.461993,0.670021,0.647138,0.867673
435264,0.932077,0.291351,0.462285,0.670383,0.646704,0.867601
435360,0.932387,0.291478,0.462576,0.670745,0.646270,0.867530
435456,0.932696,0.291605,0.462868,0.671108,0.645835,0.867459
435552,0.933004,0.291732,0.463159,0.671470,0.645401,0.867388
435648,0.933312,0.291859,0.463451,0.671832,0.644966,0.867317
435744,0.933619,0.291986,0.463742,0.672195,0.644532,0.867245
435840,0.933925,0.292113,0.464034,0.672557,0.644097,0.867174
435936,0.934231,0.292241,0.464326,0.672920,0.643662,0.867103
436032,0.934536,0.292368,0.464618,0.673282,0.643227,0.867031
436128,0.934840,0.292496,0.464910,0.673645,0.642792,0.866960
436224,0.935144,0.292623,0.465202,0.674008,0.642356,0.866888
436320,0.935447,0.292751,0.465494,0.674370,0.641921,0.866817
436416,0.935750,0.292879,0.465786,0.674733,0.641485,0.866746
436512,0.936052,0.293006,0.466078,0.675096,0.641049,0.866674
436608,0.936353,0.293134,0.466370,0.675458,0.640614,0.866602
436704,0.936654,0.293262,0.466663,0.675821,0.640177,0.866531
436800,0.936954,0.293390,0.466955,0.676184,0.639741,0.866459
436896,0.937253,0.293518,0.467247,0.676547,0.639305,0.866388
436992,0.937552,0.293647,0.467540,0.676910,0.638868,0.866316
437088,0.937850,0.293775,0.467833,0.677273,0.638432,0.866244
437184,0.938148,0.293903,0.468125,0.677636,0.637995,0.866173
437280,0.938444,0.294032,0.468418,0.677999,0.637558,0.866101
437376,0.938740,0.294160,0.468711,0.678361,0.637121,0.866029
437472,0.939036,0.294289,0.469004,0.678724,0.636684,0.865957
437568,0.939331,0.294417,0.469297,0.679088,0.636247,0.865886
437664,0.939625,0.294546,0.469590,0.679451,0.635809,0.865814
437760,0.939919,0.294675,0.469883,0.679814,0.635372,0.865742
437856,0.940212,0.294804,0.470176,0.680177,0.634934,0.865670
437952,0.940504,0.294932,0.470469,0.680540,0.634496,0.865598
438048,0.940795,0.295061,0.470763,0.680903,0.634058,0.865526
438144,0.941086,0.295191,0.471056,0.681266,0.633620,0.865454
438240,0.941377,0.295320,0.471349,0.681629,0.633182,0.865382
438336,0.941666,0.295449,0.471643,0.681993,0.632744,0.865310
438432,0.941955,0.295578,0.471936,0.682356,0.632305,0.865238
438528,0.942244,0.295708,0.472230,0.682719,0.631867,0.865166
438624,0.942531,0.295837,0.472524,0.683082,0.631428,0.865094
438720,0.942818,0.295967,0.472817,0.683446,0.630989,0.865022
438816,0.943105,0.296096,0.473111,0.683809,0.630550,0.864950
438912,0.943391,0.296226,0.473405,0.684172,0.630111,0.864877
439008,0.943676,0.296356,0.473699,0.684536,0.629672,0.864805
439104,0.943960,0.296486,0.473993,0.684899,0.629233,0.864733
439200,0.944244,0.296615,0.474287,0.685263,0.628793,0.864661
