# engine-hybrid-stack control log
sample_rate_hz=48000 frames=726000 bpm=128 beats=28
euclid_steps=11 fills=6 rotate=2 steps_per_beat=4
burst_cluster=4 spacing_samples=360 frames_per_step=5625
euclid_seed=0xc0ffee burst_seed=0xb17eb5e
events=244
index,engine,when_samples,euclid_step,burst_idx,pan,sampler_brightness,sampler_drive,resonator_bloom,resonator_feedback,granular_density,macro_pan
649632,0.332695,0.691879,0.990310,0.836186,0.133305,0.651667
649728,0.332475,0.692073,0.990377,0.835848,0.133368,0.651550
649824,0.332255,0.692267,0.990443,0.835509,0.133430,0.651434
649920,0.332036,0.692461,0.990508,0.835170,0.133493,0.651318
650016,0.331817,0.692655,0.990574,0.834831,0.133556,0.651202
650112,0.331600,0.692849,0.990639,0.834491,0.133619,0.651086
650208,0.331383,0.693043,0.990704,0.834151,0.133682,0.650969
650304,0.331166,0.693237,0.990769,0.833812,0.133745,0.650853
650400,0.330951,0.693430,0.990833,0.833471,0.133808,0.650737
650496,0.330736,0.693624,0.990898,0.833131,0.133872,0.650621
650592,0.330522,0.693818,0.990962,0.832790,0.133935,0.650504
650688,0.330308,0.694012,0.991026,0.832450,0.133998,0.650388
650784,0.330096,0.694206,0.991089,0.832109,0.134062,0.650272
650880,0.329884,0.694400,0.991153,0.831767,0.134126,0.650155
650976,0.329672,0.694593,0.991216,0.831426,0.134190,0.650039
651072,0.329462,0.694787,0.991279,0.831084,0.134253,0.649923
651168,0.329252,0.694981,0.991342,0.830742,0.134317,0.649806
651264,0.329043,0.695174,0.991404,0.830400,0.134382,0.649690
651360,0.328834,0.695368,0.991467,0.830058,0.134446,0.649574
651456,0.328627,0.695562,0.991529,0.829716,0.134510,0.649457
651552,0.328420,0.695755,0.991591,0.829373,0.134574,0.649341
651648,0.328214,0.695949,0.991652,0.829030,0.134639,0.649225
651744,0.328008,0.696143,0.991714,0.828687,0.134703,0.649108
651840,0.327803,0.696336,0.991775,0.828343,0.134768,0.648992
651936,0.327599,0.696530,0.991836,0.828000,0.134833,0.648875
652032,0.327396,0.696723,0.991897,0.827656,0.134897,0.648759
652128,0.327193,0.696917,0.991957,0.827312,0.134962,0.648643
652224,0.326991,0.697110,0.992018,0.826968,0.135027,0.648526
652320,0.326790,0.697303,0.992078,0.826623,0.135092,0.648410
652416,0.326590,0.697497,0.992138,0.826279,0.135158,0.648293
652512,0.326390,0.697690,0.992197,0.825934,0.135223,0.648177
652608,0.326191,0.697884,0.992257,0.825589,0.135288,0.648060
652704,0.325992,0.698077,0.992316,0.825244,0.135354,0.647944
652800,0.325795,0.698270,0.992375,0.824898,0.135419,0.647827
652896,0.325598,0.698463,0.992434,0.824552,0.135485,0.647711
652992,0.325402,0.698657,0.992492,0.824207,0.135550,0.647594
653088,0.325206,0.698850,0.992550,0.823860,0.135616,0.647477
653184,0.325012,0.699043,0.992608,0.823514,0.135682,0.647361
653280,0.324818,0.699236,0.992666,0.823168,0.135748,0.647244
653376,0.324625,0.699429,0.992724,0.822821,0.135814,0.647128
653472,0.324432,0.699623,0.992781,0.822474,0.135880,0.647011
653568,0.324240,0.699816,0.992838,0.822127,0.135946,0.646894
653664,0.324049,0.700009,0.992895,0.821780,0.136013,0.646778
653760,0.323859,0.700202,0.992952,0.821432,0.136079,0.646661
653856,0.323669,0.700395,0.993009,0.821085,0.136146,0.646545
653952,0.323481,0.700588,0.993065,0.820737,0.136212,0.646428
654048,0.323292,0.700781,0.993121,0.820389,0.136279,0.646311
654144,0.323105,0.700974,0.993177,0.820040,0.136346,0.646195
654240,0.322918,0.701167,0.993232,0.819692,0.136412,0.646078
654336,0.322732,0.701360,0.993288,0.819343,0.136479,0.645961
654432,0.322547,0.701553,0.993343,0.818994,0.136546,0.645844
654528,0.322363,0.701745,0.993398,0.818645,0.136613,0.645728
654624,0.322179,0.701938,0.993452,0.818296,0.136680,0.645611
654720,0.321996,0.702131,0.993507,0.817946,0.136748,0.645494
654816,0.321814,0.702324,0.993561,0.817597,0.136815,0.645377
654912,0.321632,0.702517,0.993615,0.817247,0.136882,0.645261
655008,0.321451,0.702709,0.993669,0.816897,0.136950,0.645144
655104,0.321271,0.702902,0.993722,0.816546,0.137017,0.645027
655200,0.321092,0.703095,0.993776,0.816196,0.137085,0.644910
655296,0.320913,0.703287,0.993829,0.815845,0.137153,0.644794
655392,0.320736,0.703480,0.993882,0.815494,0.137220,0.644677
655488,0.320559,0.703673,0.993934,0.815143,0.137288,0.644560
655584,0.320382,0.703865,0.993987,0.814792,0.137356,0.644443
655680,0.320206,0.704058,0.994039,0.814441,0.137424,0.644326
655776,0.320032,0.704250,0.994091,0.814089,0.137492,0.644209
655872,0.319857,0.704443,0.994143,0.813737,0.137561,0.644092
655968,0.319684,0.704635,0.994194,0.813385,0.137629,0.643976
656064,0.319511,0.704828,0.994246,0.813033,0.137697,0.643859
656160,0.319339,0.705020,0.994297,0.812681,0.137766,0.643742
656256,0.319168,0.705212,0.994348,0.812328,0.137834,0.643625
656352,0.318998,0.705405,0.994398,0.811975,0.137903,0.643508
656448,0.318828,0.705597,0.994449,0.811622,0.137971,0.643391
656544,0.318659,0.705789,0.994499,0.811269,0.138040,0.643274
656640,0.318491,0.705982,0.994549,0.810916,0.138109,0.643157
656736,0.318323,0.706174,0.994598,0.810563,0.138178,0.643040
656832,0.318156,0.706366,0.994648,0.810209,0.138247,0.642923
656928,0.317990,0.706558,0.994697,0.809855,0.138316,0.642806
657024,0.317825,0.706751,0.994746,0.809501,0.138385,0.642689
657120,0.317661,0.706943,0.994795,0.809147,0.138454,0.642572
657216,0.317497,0.707135,0.994844,0.808792,0.138523,0.642455
657312,0.317334,0.707327,0.994892,0.808438,0.138592,0.642338
657408,0.317171,0.707519,0.994940,0.808083,0.138662,0.642221
657504,0.317010,0.707711,0.994988,0.807728,0.138731,0.642104
657600,0.316849,0.707903,0.995036,0.807373,0.138801,0.641987
657696,0.316689,0.708095,0.995083,0.807018,0.138870,0.641870
657792,0.316530,0.708287,0.995130,0.806662,0.138940,0.641753
657888,0.316371,0.708479,0.995177,0.806306,0.139010,0.641635
657984,0.316213,0.708671,0.995224,0.805951,0.139079,0.641518
658080,0.316056,0.708863,0.995271,0.805595,0.139149,0.641401
658176,0.315900,0.709055,0.995317,0.805238,0.139219,0.641284
658272,0.315744,0.709247,0.995363,0.804882,0.139289,0.641167
658368,0.315589,0.709438,0.995409,0.804525,0.139359,0.641050
658464,0.315435,0.709630,0.995454,0.804169,0.139429,0.640933
658560,0.315282,0.709822,0.995500,0.803812,0.139500,0.640815
658656,0.315129,0.710014,0.995545,0.803455,0.139570,0.640698
658752,0.314977,0.710205,0.995590,0.803098,0.139640,0.640581
658848,0.314826,0.710397,0.995635,0.802740,0.139711,0.640464
658944,0.314676,0.710589,0.995679,0.802382,0.139781,0.640347
659040,0.314526,0.710780,0.995724,0.802025,0.139852,0.640229
659136,0.314377,0.710972,0.995768,0.801667,0.139922,0.640112
659232,0.314229,0.711163,0.995811,0.801309,0.139993,0.639995
659328,0.314082,0.711355,0.995855,0.800950,0.140064,0.639878
659424,0.313935,0.711546,0.995898,0.800592,0.140135,0.639760
659520,0.313790,0.711738,0.995942,0.800233,0.140206,0.639643
659616,0.313644,0.711929,0.995984,0.799875,0.140277,0.639526
659712,0.313500,0.712121,0.996027,0.799516,0.140348,0.639409
659808,0.313357,0.712312,0.996070,0.799156,0.140419,0.639291
659904,0.313214,0.712503,0.996112,0.798797,0.140490,0.639174
660000,0.313072,0.712695,0.996154,0.798438,0.140561,0.639057
660096,0.312930,0.712886,0.996196,0.798078,0.140632,0.638939
660192,0.312790,0.713077,0.996237,0.797718,0.140704,0.638822
660288,0.312650,0.713269,0.996279,0.797358,0.140775,0.638704
660384,0.312511,0.713460,0.996320,0.796998,0.140846,0.638587
660480,0.312372,0.713651,0.996360,0.796638,0.140918,0.638470
660576,0.312235,0.713842,0.996401,0.796278,0.140990,0.638352
660672,0.312098,0.714033,0.996442,0.795917,0.141061,0.638235
660768,0.311962,0.714225,0.996482,0.795556,0.141133,0.638117
660864,0.311827,0.714416,0.996522,0.795195,0.141205,0.638000
660960,0.311692,0.714607,0.996561,0.794834,0.141277,0.637883
661056,0.311558,0.714798,0.996601,0.794473,0.141348,0.637765
661152,0.311425,0.714989,0.996640,0.794111,0.141420,0.637648
661248,0.311293,0.715180,0.996679,0.793750,0.141492,0.637530
661344,0.311162,0.715371,0.996718,0.793388,0.141564,0.637413
661440,0.311031,0.715562,0.996757,0.793026,0.141637,0.637295
661536,0.310901,0.715752,0.996795,0.792664,0.141709,0.637178
661632,0.310772,0.715943,0.996833,0.792302,0.141781,0.637060
661728,0.310643,0.716134,0.996871,0.791940,0.141853,0.636943
661824,0.310515,0.716325,0.996909,0.791577,0.141926,0.636825
661920,0.310388,0.716516,0.996946,0.791215,0.141998,0.636708
662016,0.310262,0.716706,0.996984,0.790852,0.142071,0.636590
662112,0.310137,0.716897,0.997021,0.790489,0.142143,0.636473
662208,0.310012,0.717088,0.997057,0.790126,0.142216,0.636355
662304,0.309888,0.717278,0.997094,0.789762,0.142288,0.636237
662400,0.309765,0.717469,0.997130,0.789399,0.142361,0.636120
662496,0.309643,0.717660,0.997166,0.789035,0.142434,0.636002
662592,0.309521,0.717850,0.997202,0.788672,0.142507,0.635885
662688,0.309400,0.718041,0.997238,0.788308,0.142580,0.635767
662784,0.309280,0.718231,0.997273,0.787944,0.142652,0.635649
662880,0.309161,0.718422,0.997308,0.787579,0.142725,0.635532
662976,0.309042,0.718612,0.997343,0.787215,0.142798,0.635414
663072,0.308924,0.718803,0.997378,0.786851,0.142872,0.635296
663168,0.308807,0.718993,0.997413,0.786486,0.142945,0.635179
663264,0.308691,0.719183,0.997447,0.786121,0.143018,0.635061
663360,0.308575,0.719374,0.997481,0.785756,0.143091,0.634943
663456,0.308461,0.719564,0.997515,0.785391,0.143164,0.634826
663552,0.308347,0.719754,0.997548,0.785026,0.143238,0.634708
663648,0.308233,0.719944,0.997582,0.784660,0.143311,0.634590
663744,0.308121,0.720135,0.997615,0.784295,0.143385,0.634472
663840,0.308009,0.720325,0.997648,0.783929,0.143458,0.634355
663936,0.307898,0.720515,0.997680,0.783564,0.143532,0.634237
664032,0.307788,0.720705,0.997713,0.783198,0.143605,0.634119
664128,0.307679,0.720895,0.997745,0.782831,0.143679,0.634001
664224,0.307570,0.721085,0.997777,0.782465,0.143753,0.633884
664320,0.307462,0.721275,0.997809,0.782099,0.143826,0.633766
664416,0.307355,0.721465,0.997840,0.781732,0.143900,0.633648
664512,0.307249,0.721655,0.997872,0.781366,0.143974,0.633530
664608,0.307143,0.721845,0.997903,0.780999,0.144048,0.633412
664704,0.307038,0.722035,0.997934,0.780632,0.144122,0.633294
664800,0.306934,0.722225,0.997964,0.780265,0.144196,0.633177
664896,0.306831,0.722415,0.997995,0.779898,0.144270,0.633059
664992,0.306728,0.722605,0.998025,0.779530,0.144344,0.632941
665088,0.306627,0.722794,0.998055,0.779163,0.144418,0.632823
665184,0.306526,0.722984,0.998084,0.778795,0.144493,0.632705
665280,0.306425,0.723174,0.998114,0.778427,0.144567,0.632587
665376,0.306326,0.723364,0.998143,0.778059,0.144641,0.632469
665472,0.306227,0.723553,0.998172,0.777691,0.144715,0.632351
665568,0.306129,0.723743,0.998201,0.777323,0.144790,0.632233
665664,0.306032,0.723933,0.998230,0.776955,0.144864,0.632116
665760,0.305936,0.724122,0.998258,0.776587,0.144939,0.631998
665856,0.305840,0.724312,0.998286,0.776218,0.145013,0.631880
665952,0.305745,0.724501,0.998314,0.775849,0.145088,0.631762
666048,0.305651,0.724691,0.998342,0.775480,0.145162,0.631644
666144,0.305558,0.724880,0.998369,0.775111,0.145237,0.631526
666240,0.305465,0.725070,0.998396,0.774742,0.145312,0.631408
666336,0.305374,0.725259,0.998423,0.774373,0.145387,0.631290
666432,0.305283,0.725448,0.998450,0.774004,0.145461,0.631172
666528,0.305192,0.725638,0.998477,0.773634,0.145536,0.631054
666624,0.305103,0.725827,0.998503,0.773265,0.145611,0.630936
666720,0.305014,0.726016,0.998529,0.772895,0.145686,0.630818
666816,0.304926,0.726205,0.998555,0.772525,0.145761,0.630700
666912,0.304839,0.726395,0.998580,0.772155,0.145836,0.630581
667008,0.304753,0.726584,0.998606,0.771785,0.145911,0.630463
667104,0.304667,0.726773,0.998631,0.771415,0.145986,0.630345
667200,0.304583,0.726962,0.998656,0.771044,0.146061,0.630227
667296,0.304499,0.727151,0.998680,0.770674,0.146136,0.630109
667392,0.304415,0.727340,0.998705,0.770303,0.146212,0.629991
667488,0.304333,0.727529,0.998729,0.769933,0.146287,0.629873
667584,0.304251,0.727718,0.998753,0.769562,0.146362,0.629755
667680,0.304170,0.727907,0.998777,0.769191,0.146437,0.629637
667776,0.304090,0.728096,0.998800,0.768820,0.146513,0.629518
667872,0.304011,0.728285,0.998824,0.768448,0.146588,0.629400
667968,0.303932,0.728474,0.998847,0.768077,0.146664,0.629282
668064,0.303854,0.728662,0.998870,0.767706,0.146739,0.629164
668160,0.303777,0.728851,0.998892,0.767334,0.146815,0.629046
668256,0.303701,0.729040,0.998915,0.766962,0.146890,0.628928
668352,0.303625,0.729229,0.998937,0.766590,0.146966,0.628809
668448,0.303550,0.729417,0.998959,0.766218,0.147041,0.628691
668544,0.303476,0.729606,0.998981,0.765846,0.147117,0.628573
668640,0.303403,0.729795,0.999002,0.765474,0.147193,0.628455
668736,0.303331,0.729983,0.999023,0.765102,0.147268,0.628336
668832,0.303259,0.730172,0.999044,0.764730,0.147344,0.628218
668928,0.303188,0.730360,0.999065,0.764357,0.147420,0.628100
669024,0.303118,0.730549,0.999086,0.763984,0.147496,0.627982
669120,0.303049,0.730737,0.999106,0.763612,0.147572,0.627863
669216,0.302980,0.730926,0.999126,0.763239,0.147648,0.627745
669312,0.302913,0.731114,0.999146,0.762866,0.147724,0.627627
669408,0.302846,0.731303,0.999166,0.762493,0.147800,0.627508
669504,0.302779,0.731491,0.999185,0.762119,0.147876,0.627390
669600,0.302714,0.731679,0.999204,0.761746,0.147952,0.627272
669696,0.302649,0.731867,0.999223,0.761373,0.148028,0.627153
669792,0.302585,0.732056,0.999242,0.760999,0.148104,0.627035
669888,0.302522,0.732244,0.999261,0.760626,0.148180,0.626917
669984,0.302460,0.732432,0.999279,0.760252,0.148256,0.626798
670080,0.302398,0.732620,0.999297,0.759878,0.148333,0.626680
670176,0.302338,0.732808,0.999315,0.759504,0.148409,0.626561
670272,0.302278,0.732996,0.999332,0.759130,0.148485,0.626443
670368,0.302218,0.733184,0.999350,0.758756,0.148561,0.626325
670464,0.302160,0.733372,0.999367,0.758381,0.148638,0.626206
670560,0.302102,0.733560,0.999384,0.758007,0.148714,0.626088
670656,0.302045,0.733748,0.999401,0.757633,0.148791,0.625969
670752,0.301989,0.733936,0.999417,0.757258,0.148867,0.625851
670848,0.301934,0.734124,0.999433,0.756883,0.148943,0.625732
670944,0.301879,0.734312,0.999449,0.756508,0.149020,0.625614
671040,0.301825,0.734500,0.999465,0.756134,0.149096,0.625495
671136,0.301772,0.734688,0.999481,0.755759,0.149173,0.625377
671232,0.301720,0.734875,0.999496,0.755383,0.149250,0.625259
671328,0.301669,0.735063,0.999511,0.755008,0.149326,0.625140
671424,0.301618,0.735251,0.999526,0.754633,0.149403,0.625021
671520,0.301568,0.735438,0.999540,0.754258,0.149480,0.624903
671616,0.301519,0.735626,0.999555,0.753882,0.149556,0.624784
671712,0.301471,0.735814,0.999569,0.753506,0.149633,0.624666
671808,0.301423,0.736001,0.999583,0.753131,0.149710,0.624547
671904,0.301377,0.736189,0.999597,0.752755,0.149787,0.624429
672000,0.301331,0.736376,0.999610,0.752379,0.149863,0.624310
672096,0.301285,0.736563,0.999623,0.752003,0.149940,0.624192
672192,0.301241,0.736751,0.999636,0.751627,0.150017,0.624073
672288,0.301197,0.736938,0.999649,0.751251,0.150094,0.623954
672384,0.301154,0.737126,0.999662,0.750874,0.150171,0.623836
672480,0.301112,0.737313,0.999674,0.750498,0.150248,0.623717
672576,0.301071,0.737500,0.999686,0.750122,0.150325,0.623599
672672,0.301030,0.737687,0.999698,0.749745,0.150402,0.623480
672768,0.300991,0.737875,0.999710,0.749368,0.150479,0.623361
672864,0.300952,0.738062,0.999721,0.748992,0.150556,0.623243
672960,0.300914,0.738249,0.999732,0.748615,0.150633,0.623124
673056,0.300876,0.738436,0.999743,0.748238,0.150710,0.623005
673152,0.300840,0.738623,0.999754,0.747861,0.150787,0.622887
673248,0.300804,0.738810,0.999765,0.747484,0.150864,0.622768
673344,0.300769,0.738997,0.999775,0.747106,0.150941,0.622649
673440,0.300734,0.739184,0.999785,0.746729,0.151019,0.622530
673536,0.300701,0.739371,0.999795,0.746352,0.151096,0.622412
673632,0.300668,0.739558,0.999804,0.745974,0.151173,0.622293
673728,0.300636,0.739745,0.999814,0.745597,0.151250,0.622174
673824,0.300605,0.739931,0.999823,0.745219,0.151327,0.622056
673920,0.300575,0.740118,0.999832,0.744841,0.151405,0.621937
674016,0.300545,0.740305,0.999840,0.744464,0.151482,0.621818
674112,0.300516,0.740492,0.999849,0.744086,0.151559,0.621699
674208,0.300488,0.740678,0.999857,0.743708,0.151637,0.621580
674304,0.300461,0.740865,0.999865,0.743330,0.151714,0.621462
674400,0.300435,0.741052,0.999873,0.742952,0.151792,0.621343
674496,0.300409,0.741238,0.999880,0.742573,0.151869,0.621224
674592,0.300384,0.741425,0.999888,0.742195,0.151946,0.621105
674688,0.300360,0.741611,0.999895,0.741817,0.152024,0.620986
674784,0.300336,0.741798,0.999901,0.741438,0.152101,0.620868
674880,0.300314,0.741984,0.999908,0.741060,0.152179,0.620749
674976,0.300292,0.742171,0.999914,0.740681,0.152256,0.620630
675072,0.300271,0.742357,0.999921,0.740302,0.152334,0.620511
675168,0.300251,0.742543,0.999926,0.739924,0.152411,0.620392
675264,0.300232,0.742730,0.999932,0.739545,0.152489,0.620273
675360,0.300213,0.742916,0.999938,0.739166,0.152567,0.620154
675456,0.300195,0.743102,0.999943,0.738787,0.152644,0.620035
675552,0.300178,0.743288,0.999948,0.738408,0.152722,0.619916
675648,0.300162,0.743474,0.999953,0.738028,0.152799,0.619798
675744,0.300146,0.743660,0.999957,0.737649,0.152877,0.619679
675840,0.300131,0.743847,0.999962,0.737270,0.152955,0.619560
675936,0.300117,0.744033,0.999966,0.736890,0.153032,0.619441
676032,0.300104,0.744219,0.999969,0.736511,0.153110,0.619322
676128,0.300092,0.744405,0.999973,0.736132,0.153188,0.619203
676224,0.300080,0.744591,0.999976,0.735752,0.153265,0.619084
676320,0.300069,0.744776,0.999980,0.735372,0.153343,0.618965
676416,0.300059,0.744962,0.999983,0.734992,0.153421,0.618846
676512,0.300050,0.745148,0.999985,0.734613,0.153499,0.618727
676608,0.300042,0.745334,0.999988,0.734233,0.153576,0.618608
676704,0.300034,0.745520,0.999990,0.733853,0.153654,0.618489
676800,0.300027,0.745705,0.999992,0.733473,0.153732,0.618370
676896,0.300021,0.745891,0.999994,0.733093,0.153810,0.618251
676992,0.300016,0.746077,0.999995,0.732713,0.153888,0.618132
677088,0.300011,0.746262,0.999997,0.732332,0.153966,0.618013
677184,0.300007,0.746448,0.999998,0.731952,0.154043,0.617894
677280,0.300004,0.746633,0.999999,0.731572,0.154121,0.617774
677376,0.300002,0.746819,0.999999,0.731191,0.154199,0.617655
677472,0.300001,0.747004,1.000000,0.730811,0.154277,0.617536
677568,0.300000,0.747190,1.000000,0.730430,0.154355,0.617417
677664,0.300000,0.747375,1.000000,0.730050,0.154433,0.617298
677760,0.300001,0.747561,1.000000,0.729669,0.154511,0.617179
677856,0.300003,0.747746,0.999999,0.729288,0.154589,0.617060
677952,0.300005,0.747931,0.999998,0.728907,0.154667,0.616941
678048,0.300009,0.748116,0.999997,0.728526,0.154745,0.616822
678144,0.300013,0.748302,0.999996,0.728145,0.154823,0.616702
678240,0.300017,0.748487,0.999995,0.727765,0.154901,0.616583
678336,0.300023,0.748672,0.999993,0.727383,0.154979,0.616464
678432,0.300029,0.748857,0.999991,0.727002,0.155057,0.616345
678528,0.300037,0.749042,0.999989,0.726621,0.155135,0.616226
678624,0.300045,0.749227,0.999987,0.726240,0.155213,0.616107
678720,0.300053,0.749412,0.999984,0.725859,0.155291,0.615987
678816,0.300063,0.749597,0.999982,0.725477,0.155369,0.615868
678912,0.300073,0.749782,0.999979,0.725096,0.155447,0.615749
679008,0.300084,0.749967,0.999975,0.724714,0.155525,0.615630
679104,0.300096,0.750152,0.999972,0.724333,0.155603,0.615510
679200,0.300109,0.750336,0.999968,0.723951,0.155681,0.615391
679296,0.300122,0.750521,0.999964,0.723570,0.155759,0.615272
679392,0.300137,0.750706,0.999960,0.723188,0.155837,0.615153
679488,0.300152,0.750891,0.999956,0.722806,0.155915,0.615033
679584,0.300167,0.751075,0.999951,0.722425,0.155993,0.614914
679680,0.300184,0.751260,0.999946,0.722043,0.156071,0.614795
679776,0.300201,0.751444,0.999941,0.721661,0.156149,0.614675
679872,0.300219,0.751629,0.999936,0.721279,0.156227,0.614556
679968,0.300238,0.751814,0.999930,0.720897,0.156306,0.614437
680064,0.300258,0.751998,0.999924,0.720515,0.156384,0.614318
680160,0.300278,0.752182,0.999918,0.720133,0.156462,0.614198
680256,0.300300,0.752367,0.999912,0.719751,0.156540,0.614079
