# engine-macro-orbits control log
sample_rate_hz=48000 frames=869268 bpm=123 beats=32
euclid_steps=15 fills=9 rotate=5 steps_per_beat=8
burst_cluster=5 spacing_samples=300 frames_per_step=2926.83
euclid_seed=0xbad0bee burst_seed=0xf11ed5e
events=765
index,engine,when_samples,euclid_step,burst_idx,pan_seed,macro_orbit,macro_tilt,sampler_contour,sampler_crunch,resonator_damping,resonator_spark,granular_spray
476480,0.933183,0.661588,0.418145,0.999970,0.399100,0.628303,0.839971
476544,0.933366,0.661444,0.418221,0.999974,0.398994,0.628263,0.839907
476608,0.933550,0.661300,0.418298,0.999978,0.398888,0.628222,0.839842
476672,0.933733,0.661156,0.418374,0.999982,0.398781,0.628181,0.839778
476736,0.933915,0.661012,0.418451,0.999985,0.398676,0.628141,0.839714
476800,0.934098,0.660868,0.418528,0.999988,0.398570,0.628100,0.839649
476864,0.934280,0.660725,0.418604,0.999991,0.398465,0.628059,0.839585
476928,0.934463,0.660581,0.418681,0.999993,0.398360,0.628019,0.839521
476992,0.934645,0.660437,0.418758,0.999995,0.398255,0.627978,0.839456
477056,0.934826,0.660293,0.418834,0.999997,0.398150,0.627937,0.839392
477120,0.935008,0.660149,0.418911,0.999998,0.398046,0.627896,0.839328
477184,0.935189,0.660005,0.418988,0.999999,0.397941,0.627856,0.839263
477248,0.935370,0.659861,0.419065,1.000000,0.397837,0.627815,0.839199
477312,0.935551,0.659717,0.419142,1.000000,0.397734,0.627774,0.839134
477376,0.935731,0.659573,0.419219,1.000000,0.397630,0.627734,0.839070
477440,0.935912,0.659430,0.419296,0.999999,0.397527,0.627693,0.839005
477504,0.936092,0.659286,0.419373,0.999999,0.397424,0.627652,0.838941
477568,0.936272,0.659142,0.419450,0.999997,0.397321,0.627611,0.838876
477632,0.936451,0.658998,0.419527,0.999996,0.397218,0.627571,0.838812
477696,0.936631,0.658854,0.419604,0.999994,0.397116,0.627530,0.838748
477760,0.936810,0.658710,0.419681,0.999992,0.397013,0.627489,0.838683
477824,0.936989,0.658566,0.419759,0.999989,0.396911,0.627448,0.838618
477888,0.937167,0.658422,0.419836,0.999986,0.396810,0.627408,0.838554
477952,0.937346,0.658278,0.419913,0.999983,0.396708,0.627367,0.838489
478016,0.937524,0.658134,0.419991,0.999979,0.396607,0.627326,0.838425
478080,0.937702,0.657990,0.420068,0.999975,0.396506,0.627286,0.838360
478144,0.937880,0.657846,0.420145,0.999971,0.396405,0.627245,0.838296
478208,0.938058,0.657702,0.420223,0.999967,0.396304,0.627204,0.838231
478272,0.938235,0.657558,0.420300,0.999962,0.396204,0.627163,0.838167
478336,0.938412,0.657414,0.420378,0.999956,0.396103,0.627123,0.838102
478400,0.938589,0.657270,0.420455,0.999951,0.396003,0.627082,0.838037
478464,0.938766,0.657125,0.420533,0.999945,0.395904,0.627041,0.837973
478528,0.938942,0.656981,0.420611,0.999938,0.395804,0.627000,0.837908
478592,0.939118,0.656837,0.420688,0.999932,0.395705,0.626960,0.837843
478656,0.939294,0.656693,0.420766,0.999925,0.395606,0.626919,0.837779
478720,0.939470,0.656549,0.420844,0.999917,0.395507,0.626878,0.837714
478784,0.939645,0.656405,0.420922,0.999909,0.395408,0.626837,0.837649
478848,0.939821,0.656261,0.420999,0.999901,0.395310,0.626797,0.837585
478912,0.939996,0.656117,0.421077,0.999893,0.395211,0.626756,0.837520
478976,0.940170,0.655973,0.421155,0.999884,0.395113,0.626715,0.837455
479040,0.940345,0.655828,0.421233,0.999875,0.395015,0.626674,0.837390
479104,0.940519,0.655684,0.421311,0.999866,0.394918,0.626634,0.837326
479168,0.940693,0.655540,0.421389,0.999856,0.394820,0.626593,0.837261
479232,0.940867,0.655396,0.421467,0.999846,0.394723,0.626552,0.837196
479296,0.941041,0.655252,0.421545,0.999836,0.394626,0.626511,0.837131
479360,0.941214,0.655108,0.421623,0.999825,0.394529,0.626471,0.837066
479424,0.941387,0.654963,0.421702,0.999814,0.394433,0.626430,0.837002
479488,0.941560,0.654819,0.421780,0.999803,0.394337,0.626389,0.836937
479552,0.941733,0.654675,0.421858,0.999791,0.394240,0.626348,0.836872
479616,0.941906,0.654531,0.421936,0.999779,0.394145,0.626308,0.836807
479680,0.942078,0.654387,0.422015,0.999766,0.394049,0.626267,0.836742
479744,0.942250,0.654242,0.422093,0.999754,0.393953,0.626226,0.836677
479808,0.942422,0.654098,0.422171,0.999741,0.393858,0.626185,0.836612
479872,0.942593,0.653954,0.422250,0.999727,0.393763,0.626144,0.836547
479936,0.942764,0.653810,0.422328,0.999713,0.393668,0.626104,0.836483
480000,0.942936,0.653665,0.422407,0.999699,0.393574,0.626063,0.836418
480064,0.943106,0.653521,0.422485,0.999685,0.393479,0.626022,0.836353
480128,0.943277,0.653377,0.422564,0.999670,0.393385,0.625981,0.836288
480192,0.943447,0.653232,0.422643,0.999655,0.393291,0.625941,0.836223
480256,0.943617,0.653088,0.422721,0.999640,0.393197,0.625900,0.836158
480320,0.943787,0.652944,0.422800,0.999624,0.393103,0.625859,0.836093
480384,0.943957,0.652800,0.422879,0.999608,0.393010,0.625818,0.836028
480448,0.944126,0.652655,0.422957,0.999592,0.392917,0.625777,0.835963
480512,0.944296,0.652511,0.423036,0.999575,0.392824,0.625737,0.835898
480576,0.944465,0.652367,0.423115,0.999558,0.392731,0.625696,0.835833
480640,0.944633,0.652222,0.423194,0.999541,0.392639,0.625655,0.835768
480704,0.944802,0.652078,0.423273,0.999523,0.392546,0.625614,0.835703
480768,0.944970,0.651933,0.423352,0.999505,0.392454,0.625574,0.835637
480832,0.945138,0.651789,0.423431,0.999487,0.392362,0.625533,0.835572
480896,0.945306,0.651645,0.423510,0.999468,0.392270,0.625492,0.835507
480960,0.945473,0.651500,0.423589,0.999450,0.392179,0.625451,0.835442
481024,0.945641,0.651356,0.423668,0.999430,0.392087,0.625410,0.835377
481088,0.945808,0.651212,0.423747,0.999411,0.391996,0.625370,0.835312
481152,0.945975,0.651067,0.423826,0.999391,0.391905,0.625329,0.835247
481216,0.946141,0.650923,0.423905,0.999371,0.391815,0.625288,0.835182
481280,0.946308,0.650778,0.423985,0.999350,0.391724,0.625247,0.835116
481344,0.946474,0.650634,0.424064,0.999329,0.391634,0.625206,0.835051
481408,0.946640,0.650489,0.424143,0.999308,0.391544,0.625166,0.834986
481472,0.946805,0.650345,0.424223,0.999287,0.391454,0.625125,0.834921
481536,0.946971,0.650200,0.424302,0.999265,0.391364,0.625084,0.834856
481600,0.947136,0.650056,0.424381,0.999243,0.391275,0.625043,0.834790
481664,0.947301,0.649912,0.424461,0.999220,0.391185,0.625002,0.834725
481728,0.947466,0.649767,0.424540,0.999197,0.391096,0.624962,0.834660
481792,0.947630,0.649623,0.424620,0.999174,0.391007,0.624921,0.834595
481856,0.947794,0.649478,0.424700,0.999151,0.390919,0.624880,0.834529
481920,0.947958,0.649334,0.424779,0.999127,0.390830,0.624839,0.834464
481984,0.948122,0.649189,0.424859,0.999103,0.390742,0.624798,0.834399
482048,0.948285,0.649045,0.424938,0.999079,0.390654,0.624758,0.834333
482112,0.948449,0.648900,0.425018,0.999054,0.390566,0.624717,0.834268
482176,0.948612,0.648756,0.425098,0.999029,0.390478,0.624676,0.834203
482240,0.948775,0.648611,0.425178,0.999004,0.390390,0.624635,0.834137
482304,0.948937,0.648466,0.425258,0.998979,0.390303,0.624594,0.834072
482368,0.949100,0.648322,0.425337,0.998953,0.390216,0.624553,0.834007
482432,0.949262,0.648177,0.425417,0.998926,0.390129,0.624513,0.833941
482496,0.949423,0.648033,0.425497,0.998900,0.390042,0.624472,0.833876
482560,0.949585,0.647888,0.425577,0.998873,0.389956,0.624431,0.833810
482624,0.949746,0.647744,0.425657,0.998846,0.389869,0.624390,0.833745
482688,0.949908,0.647599,0.425737,0.998819,0.389783,0.624349,0.833680
482752,0.950068,0.647454,0.425817,0.998791,0.389697,0.624308,0.833614
482816,0.950229,0.647310,0.425898,0.998763,0.389611,0.624268,0.833549
482880,0.950389,0.647165,0.425978,0.998734,0.389526,0.624227,0.833483
482944,0.950550,0.647021,0.426058,0.998706,0.389441,0.624186,0.833418
483008,0.950710,0.646876,0.426138,0.998677,0.389355,0.624145,0.833352
483072,0.950869,0.646731,0.426218,0.998648,0.389270,0.624104,0.833287
483136,0.951029,0.646587,0.426299,0.998618,0.389186,0.624063,0.833221
483200,0.951188,0.646442,0.426379,0.998588,0.389101,0.624023,0.833156
483264,0.951347,0.646297,0.426460,0.998558,0.389017,0.623982,0.833090
483328,0.951506,0.646153,0.426540,0.998527,0.388932,0.623941,0.833025
483392,0.951664,0.646008,0.426620,0.998497,0.388848,0.623900,0.832959
483456,0.951822,0.645863,0.426701,0.998466,0.388764,0.623859,0.832893
483520,0.951980,0.645719,0.426781,0.998434,0.388681,0.623818,0.832828
483584,0.952138,0.645574,0.426862,0.998402,0.388597,0.623778,0.832762
483648,0.952296,0.645429,0.426943,0.998370,0.388514,0.623737,0.832697
483712,0.952453,0.645285,0.427023,0.998338,0.388431,0.623696,0.832631
483776,0.952610,0.645140,0.427104,0.998306,0.388348,0.623655,0.832565
483840,0.952767,0.644995,0.427185,0.998273,0.388265,0.623614,0.832500
483904,0.952923,0.644850,0.427265,0.998239,0.388183,0.623573,0.832434
483968,0.953080,0.644706,0.427346,0.998206,0.388100,0.623532,0.832368
484032,0.953236,0.644561,0.427427,0.998172,0.388018,0.623492,0.832303
484096,0.953392,0.644416,0.427508,0.998138,0.387936,0.623451,0.832237
484160,0.953547,0.644271,0.427589,0.998104,0.387855,0.623410,0.832171
484224,0.953703,0.644127,0.427670,0.998069,0.387773,0.623369,0.832105
484288,0.953858,0.643982,0.427751,0.998034,0.387692,0.623328,0.832040
484352,0.954013,0.643837,0.427832,0.997999,0.387610,0.623287,0.831974
484416,0.954167,0.643692,0.427913,0.997963,0.387529,0.623246,0.831908
484480,0.954322,0.643548,0.427994,0.997927,0.387449,0.623206,0.831842
484544,0.954476,0.643403,0.428075,0.997891,0.387368,0.623165,0.831777
484608,0.954630,0.643258,0.428156,0.997855,0.387287,0.623124,0.831711
484672,0.954783,0.643113,0.428237,0.997818,0.387207,0.623083,0.831645
484736,0.954937,0.642968,0.428319,0.997781,0.387127,0.623042,0.831579
484800,0.955090,0.642823,0.428400,0.997744,0.387047,0.623001,0.831513
484864,0.955243,0.642679,0.428481,0.997706,0.386967,0.622960,0.831448
484928,0.955395,0.642534,0.428562,0.997668,0.386888,0.622920,0.831382
484992,0.955548,0.642389,0.428644,0.997630,0.386808,0.622879,0.831316
485056,0.955700,0.642244,0.428725,0.997591,0.386729,0.622838,0.831250
485120,0.955852,0.642099,0.428807,0.997553,0.386650,0.622797,0.831184
485184,0.956004,0.641954,0.428888,0.997514,0.386571,0.622756,0.831118
485248,0.956155,0.641810,0.428970,0.997474,0.386493,0.622715,0.831052
485312,0.956306,0.641665,0.429051,0.997435,0.386414,0.622674,0.830986
485376,0.956457,0.641520,0.429133,0.997395,0.386336,0.622633,0.830920
485440,0.956608,0.641375,0.429214,0.997354,0.386258,0.622593,0.830854
485504,0.956759,0.641230,0.429296,0.997314,0.386180,0.622552,0.830788
485568,0.956909,0.641085,0.429378,0.997273,0.386102,0.622511,0.830722
485632,0.957059,0.640940,0.429460,0.997232,0.386024,0.622470,0.830656
485696,0.957208,0.640795,0.429541,0.997191,0.385947,0.622429,0.830591
485760,0.957358,0.640650,0.429623,0.997149,0.385870,0.622388,0.830524
485824,0.957507,0.640505,0.429705,0.997107,0.385793,0.622347,0.830458
485888,0.957656,0.640360,0.429787,0.997065,0.385716,0.622306,0.830392
485952,0.957805,0.640216,0.429869,0.997022,0.385639,0.622265,0.830326
486016,0.957954,0.640071,0.429951,0.996980,0.385563,0.622225,0.830260
486080,0.958102,0.639926,0.430033,0.996937,0.385486,0.622184,0.830194
486144,0.958250,0.639781,0.430115,0.996893,0.385410,0.622143,0.830128
486208,0.958398,0.639636,0.430197,0.996850,0.385334,0.622102,0.830062
486272,0.958545,0.639491,0.430279,0.996806,0.385258,0.622061,0.829996
486336,0.958692,0.639346,0.430361,0.996762,0.385183,0.622020,0.829930
486400,0.958839,0.639201,0.430443,0.996717,0.385107,0.621979,0.829864
486464,0.958986,0.639056,0.430525,0.996672,0.385032,0.621938,0.829798
486528,0.959133,0.638911,0.430608,0.996627,0.384957,0.621897,0.829731
486592,0.959279,0.638766,0.430690,0.996582,0.384882,0.621856,0.829665
486656,0.959425,0.638621,0.430772,0.996537,0.384807,0.621815,0.829599
486720,0.959571,0.638476,0.430855,0.996491,0.384732,0.621775,0.829533
486784,0.959717,0.638331,0.430937,0.996445,0.384658,0.621734,0.829467
486848,0.959862,0.638186,0.431019,0.996398,0.384584,0.621693,0.829400
486912,0.960007,0.638041,0.431102,0.996352,0.384510,0.621652,0.829334
486976,0.960152,0.637896,0.431184,0.996305,0.384436,0.621611,0.829268
487040,0.960296,0.637751,0.431267,0.996258,0.384362,0.621570,0.829202
487104,0.960441,0.637606,0.431349,0.996210,0.384288,0.621529,0.829136
487168,0.960585,0.637460,0.431432,0.996162,0.384215,0.621488,0.829069
487232,0.960729,0.637315,0.431515,0.996114,0.384142,0.621447,0.829003
487296,0.960872,0.637170,0.431597,0.996066,0.384069,0.621406,0.828937
487360,0.961016,0.637025,0.431680,0.996017,0.383996,0.621365,0.828870
487424,0.961159,0.636880,0.431763,0.995969,0.383923,0.621325,0.828804
487488,0.961301,0.636735,0.431846,0.995919,0.383850,0.621284,0.828738
487552,0.961444,0.636590,0.431928,0.995870,0.383778,0.621243,0.828671
487616,0.961586,0.636445,0.432011,0.995820,0.383706,0.621202,0.828605
487680,0.961728,0.636300,0.432094,0.995771,0.383634,0.621161,0.828539
487744,0.961870,0.636155,0.432177,0.995720,0.383562,0.621120,0.828472
487808,0.962012,0.636010,0.432260,0.995670,0.383490,0.621079,0.828406
487872,0.962153,0.635864,0.432343,0.995619,0.383418,0.621038,0.828339
487936,0.962294,0.635719,0.432426,0.995568,0.383347,0.620997,0.828273
488000,0.962435,0.635574,0.432509,0.995517,0.383276,0.620956,0.828207
488064,0.962576,0.635429,0.432592,0.995466,0.383205,0.620915,0.828140
488128,0.962716,0.635284,0.432675,0.995414,0.383134,0.620874,0.828074
488192,0.962856,0.635139,0.432758,0.995362,0.383063,0.620833,0.828007
488256,0.962996,0.634994,0.432842,0.995309,0.382992,0.620792,0.827941
488320,0.963136,0.634848,0.432925,0.995257,0.382922,0.620751,0.827874
488384,0.963275,0.634703,0.433008,0.995204,0.382852,0.620711,0.827808
488448,0.963414,0.634558,0.433091,0.995151,0.382782,0.620670,0.827741
488512,0.963553,0.634413,0.433175,0.995098,0.382712,0.620629,0.827675
488576,0.963692,0.634268,0.433258,0.995044,0.382642,0.620588,0.827608
488640,0.963830,0.634123,0.433342,0.994990,0.382572,0.620547,0.827542
488704,0.963968,0.633977,0.433425,0.994936,0.382503,0.620506,0.827475
488768,0.964106,0.633832,0.433509,0.994882,0.382434,0.620465,0.827409
488832,0.964244,0.633687,0.433592,0.994827,0.382364,0.620424,0.827342
488896,0.964381,0.633542,0.433676,0.994772,0.382296,0.620383,0.827275
488960,0.964518,0.633396,0.433759,0.994717,0.382227,0.620342,0.827209
489024,0.964655,0.633251,0.433843,0.994661,0.382158,0.620301,0.827142
489088,0.964792,0.633106,0.433927,0.994606,0.382090,0.620260,0.827076
489152,0.964928,0.632961,0.434010,0.994550,0.382021,0.620219,0.827009
489216,0.965064,0.632816,0.434094,0.994494,0.381953,0.620178,0.826942
489280,0.965200,0.632670,0.434178,0.994437,0.381885,0.620137,0.826876
489344,0.965335,0.632525,0.434262,0.994381,0.381817,0.620096,0.826809
489408,0.965471,0.632380,0.434345,0.994324,0.381749,0.620055,0.826742
489472,0.965606,0.632235,0.434429,0.994266,0.381682,0.620014,0.826676
489536,0.965741,0.632089,0.434513,0.994209,0.381615,0.619973,0.826609
489600,0.965875,0.631944,0.434597,0.994151,0.381547,0.619932,0.826542
489664,0.966010,0.631799,0.434681,0.994093,0.381480,0.619891,0.826475
489728,0.966144,0.631653,0.434765,0.994035,0.381413,0.619851,0.826409
489792,0.966278,0.631508,0.434849,0.993977,0.381347,0.619810,0.826342
489856,0.966411,0.631363,0.434933,0.993918,0.381280,0.619769,0.826275
489920,0.966545,0.631218,0.435018,0.993859,0.381213,0.619728,0.826208
489984,0.966678,0.631072,0.435102,0.993800,0.381147,0.619687,0.826142
490048,0.966810,0.630927,0.435186,0.993740,0.381081,0.619646,0.826075
490112,0.966943,0.630782,0.435270,0.993681,0.381015,0.619605,0.826008
490176,0.967075,0.630636,0.435354,0.993621,0.380949,0.619564,0.825941
490240,0.967207,0.630491,0.435439,0.993560,0.380883,0.619523,0.825874
490304,0.967339,0.630346,0.435523,0.993500,0.380818,0.619482,0.825807
490368,0.967471,0.630200,0.435607,0.993439,0.380753,0.619441,0.825741
490432,0.967602,0.630055,0.435692,0.993378,0.380687,0.619400,0.825674
490496,0.967733,0.629910,0.435776,0.993317,0.380622,0.619359,0.825607
490560,0.967864,0.629764,0.435861,0.993256,0.380557,0.619318,0.825540
490624,0.967995,0.629619,0.435945,0.993194,0.380493,0.619277,0.825473
490688,0.968125,0.629474,0.436030,0.993132,0.380428,0.619236,0.825406
490752,0.968255,0.629328,0.436115,0.993070,0.380363,0.619195,0.825339
490816,0.968385,0.629183,0.436199,0.993008,0.380299,0.619154,0.825272
490880,0.968514,0.629037,0.436284,0.992945,0.380235,0.619113,0.825205
490944,0.968643,0.628892,0.436368,0.992882,0.380171,0.619072,0.825138
491008,0.968773,0.628747,0.436453,0.992819,0.380107,0.619031,0.825071
491072,0.968901,0.628601,0.436538,0.992756,0.380043,0.618990,0.825004
491136,0.969030,0.628456,0.436623,0.992692,0.379980,0.618949,0.824937
491200,0.969158,0.628310,0.436708,0.992628,0.379916,0.618908,0.824870
491264,0.969286,0.628165,0.436793,0.992564,0.379853,0.618867,0.824803
491328,0.969414,0.628020,0.436877,0.992500,0.379790,0.618826,0.824736
491392,0.969541,0.627874,0.436962,0.992435,0.379727,0.618785,0.824669
491456,0.969669,0.627729,0.437047,0.992370,0.379664,0.618744,0.824602
491520,0.969796,0.627583,0.437132,0.992305,0.379601,0.618703,0.824535
491584,0.969922,0.627438,0.437217,0.992240,0.379539,0.618662,0.824468
491648,0.970049,0.627292,0.437302,0.992175,0.379476,0.618621,0.824401
491712,0.970175,0.627147,0.437388,0.992109,0.379414,0.618580,0.824334
491776,0.970301,0.627002,0.437473,0.992043,0.379352,0.618539,0.824267
491840,0.970427,0.626856,0.437558,0.991977,0.379290,0.618498,0.824200
491904,0.970552,0.626711,0.437643,0.991910,0.379228,0.618457,0.824132
491968,0.970677,0.626565,0.437728,0.991843,0.379166,0.618416,0.824065
492032,0.970802,0.626420,0.437814,0.991777,0.379105,0.618375,0.823998
492096,0.970927,0.626274,0.437899,0.991709,0.379043,0.618334,0.823931
492160,0.971052,0.626129,0.437984,0.991642,0.378982,0.618293,0.823864
492224,0.971176,0.625983,0.438070,0.991574,0.378921,0.618252,0.823796
492288,0.971300,0.625838,0.438155,0.991507,0.378860,0.618211,0.823729
492352,0.971423,0.625692,0.438241,0.991439,0.378799,0.618170,0.823662
492416,0.971547,0.625547,0.438326,0.991370,0.378738,0.618129,0.823595
492480,0.971670,0.625401,0.438412,0.991302,0.378678,0.618088,0.823528
492544,0.971793,0.625256,0.438497,0.991233,0.378617,0.618047,0.823460
492608,0.971915,0.625110,0.438583,0.991164,0.378557,0.618006,0.823393
492672,0.972038,0.624965,0.438669,0.991095,0.378497,0.617965,0.823326
492736,0.972160,0.624819,0.438754,0.991025,0.378437,0.617924,0.823258
492800,0.972282,0.624674,0.438840,0.990956,0.378377,0.617883,0.823191
492864,0.972404,0.624528,0.438926,0.990886,0.378317,0.617842,0.823124
492928,0.972525,0.624383,0.439011,0.990816,0.378258,0.617801,0.823057
492992,0.972646,0.624237,0.439097,0.990745,0.378198,0.617760,0.822989
493056,0.972767,0.624092,0.439183,0.990675,0.378139,0.617719,0.822922
493120,0.972887,0.623946,0.439269,0.990604,0.378080,0.617678,0.822854
493184,0.973008,0.623801,0.439355,0.990533,0.378021,0.617636,0.822787
493248,0.973128,0.623655,0.439441,0.990462,0.377962,0.617595,0.822720
493312,0.973248,0.623510,0.439527,0.990390,0.377903,0.617554,0.822652
493376,0.973367,0.623364,0.439613,0.990319,0.377844,0.617513,0.822585
493440,0.973487,0.623218,0.439699,0.990247,0.377786,0.617472,0.822517
493504,0.973606,0.623073,0.439785,0.990175,0.377727,0.617431,0.822450
493568,0.973724,0.622927,0.439871,0.990102,0.377669,0.617390,0.822383
493632,0.973843,0.622782,0.439957,0.990030,0.377611,0.617349,0.822315
493696,0.973961,0.622636,0.440044,0.989957,0.377553,0.617308,0.822248
493760,0.974079,0.622491,0.440130,0.989884,0.377495,0.617267,0.822180
493824,0.974197,0.622345,0.440216,0.989811,0.377438,0.617226,0.822113
493888,0.974315,0.622199,0.440302,0.989738,0.377380,0.617185,0.822045
493952,0.974432,0.622054,0.440389,0.989664,0.377323,0.617144,0.821978
494016,0.974549,0.621908,0.440475,0.989590,0.377265,0.617103,0.821910
494080,0.974666,0.621763,0.440562,0.989516,0.377208,0.617062,0.821843
494144,0.974782,0.621617,0.440648,0.989442,0.377151,0.617021,0.821775
494208,0.974898,0.621471,0.440734,0.989367,0.377094,0.616980,0.821708
494272,0.975014,0.621326,0.440821,0.989293,0.377037,0.616939,0.821640
494336,0.975130,0.621180,0.440907,0.989218,0.376981,0.616898,0.821572
494400,0.975245,0.621035,0.440994,0.989142,0.376924,0.616857,0.821505
494464,0.975360,0.620889,0.441081,0.989067,0.376868,0.616816,0.821437
494528,0.975475,0.620743,0.441167,0.988992,0.376812,0.616775,0.821370
494592,0.975590,0.620598,0.441254,0.988916,0.376756,0.616733,0.821302
494656,0.975704,0.620452,0.441341,0.988840,0.376700,0.616692,0.821234
494720,0.975819,0.620306,0.441427,0.988764,0.376644,0.616651,0.821167
494784,0.975932,0.620161,0.441514,0.988687,0.376588,0.616610,0.821099
494848,0.976046,0.620015,0.441601,0.988611,0.376532,0.616569,0.821031
494912,0.976159,0.619869,0.441688,0.988534,0.376477,0.616528,0.820964
494976,0.976273,0.619724,0.441775,0.988457,0.376421,0.616487,0.820896
495040,0.976385,0.619578,0.441862,0.988380,0.376366,0.616446,0.820828
495104,0.976498,0.619432,0.441949,0.988302,0.376311,0.616405,0.820760
495168,0.976610,0.619287,0.442036,0.988224,0.376256,0.616364,0.820693
495232,0.976722,0.619141,0.442123,0.988147,0.376201,0.616323,0.820625
495296,0.976834,0.618995,0.442210,0.988069,0.376147,0.616282,0.820557
495360,0.976946,0.618850,0.442297,0.987990,0.376092,0.616241,0.820489
495424,0.977057,0.618704,0.442384,0.987912,0.376038,0.616200,0.820422
495488,0.977168,0.618558,0.442471,0.987833,0.375983,0.616159,0.820354
495552,0.977279,0.618413,0.442558,0.987754,0.375929,0.616117,0.820286
495616,0.977389,0.618267,0.442646,0.987675,0.375875,0.616076,0.820218
495680,0.977500,0.618121,0.442733,0.987596,0.375821,0.616035,0.820150
495744,0.977610,0.617976,0.442820,0.987516,0.375767,0.615994,0.820083
495808,0.977719,0.617830,0.442908,0.987437,0.375713,0.615953,0.820015
495872,0.977829,0.617684,0.442995,0.987357,0.375660,0.615912,0.819947
495936,0.977938,0.617538,0.443082,0.987277,0.375606,0.615871,0.819879
496000,0.978047,0.617393,0.443170,0.987196,0.375553,0.615830,0.819811
496064,0.978155,0.617247,0.443257,0.987116,0.375500,0.615789,0.819743
496128,0.978264,0.617101,0.443345,0.987035,0.375446,0.615748,0.819675
496192,0.978372,0.616956,0.443432,0.986954,0.375393,0.615707,0.819607
496256,0.978480,0.616810,0.443520,0.986873,0.375341,0.615665,0.819539
496320,0.978588,0.616664,0.443607,0.986792,0.375288,0.615624,0.819472
496384,0.978695,0.616518,0.443695,0.986711,0.375235,0.615583,0.819404
496448,0.978802,0.616373,0.443783,0.986629,0.375183,0.615542,0.819336
496512,0.978909,0.616227,0.443870,0.986547,0.375130,0.615501,0.819268
496576,0.979015,0.616081,0.443958,0.986465,0.375078,0.615460,0.819200
496640,0.979122,0.615935,0.444046,0.986383,0.375026,0.615419,0.819132
496704,0.979228,0.615790,0.444134,0.986300,0.374974,0.615378,0.819064
496768,0.979334,0.615644,0.444222,0.986218,0.374922,0.615337,0.818996
496832,0.979439,0.615498,0.444310,0.986135,0.374870,0.615296,0.818928
496896,0.979544,0.615352,0.444397,0.986052,0.374818,0.615255,0.818860
496960,0.979649,0.615207,0.444485,0.985968,0.374767,0.615213,0.818792
497024,0.979754,0.615061,0.444573,0.985885,0.374715,0.615172,0.818723
497088,0.979859,0.614915,0.444661,0.985801,0.374664,0.615131,0.818655
497152,0.979963,0.614769,0.444749,0.985718,0.374613,0.615090,0.818587
497216,0.980067,0.614624,0.444838,0.985634,0.374562,0.615049,0.818519
497280,0.980171,0.614478,0.444926,0.985549,0.374511,0.615008,0.818451
497344,0.980274,0.614332,0.445014,0.985465,0.374460,0.614967,0.818383
497408,0.980377,0.614186,0.445102,0.985381,0.374409,0.614926,0.818315
497472,0.980480,0.614040,0.445190,0.985296,0.374358,0.614885,0.818247
497536,0.980583,0.613895,0.445278,0.985211,0.374308,0.614843,0.818178
497600,0.980685,0.613749,0.445367,0.985126,0.374257,0.614802,0.818110
497664,0.980787,0.613603,0.445455,0.985040,0.374207,0.614761,0.818042
497728,0.980889,0.613457,0.445543,0.984955,0.374157,0.614720,0.817974
497792,0.980991,0.613311,0.445632,0.984869,0.374107,0.614679,0.817906
497856,0.981092,0.613166,0.445720,0.984783,0.374057,0.614638,0.817838
497920,0.981193,0.613020,0.445809,0.984697,0.374007,0.614597,0.817769
497984,0.981294,0.612874,0.445897,0.984611,0.373957,0.614556,0.817701
498048,0.981394,0.612728,0.445986,0.984525,0.373907,0.614514,0.817633
498112,0.981495,0.612582,0.446074,0.984438,0.373858,0.614473,0.817565
498176,0.981595,0.612436,0.446163,0.984351,0.373809,0.614432,0.817496
498240,0.981694,0.612291,0.446251,0.984264,0.373759,0.614391,0.817428
498304,0.981794,0.612145,0.446340,0.984177,0.373710,0.614350,0.817360
498368,0.981893,0.611999,0.446429,0.984090,0.373661,0.614309,0.817291
498432,0.981992,0.611853,0.446518,0.984002,0.373612,0.614268,0.817223
498496,0.982091,0.611707,0.446606,0.983915,0.373563,0.614227,0.817155
498560,0.982189,0.611561,0.446695,0.983827,0.373514,0.614185,0.817086
498624,0.982287,0.611416,0.446784,0.983739,0.373466,0.614144,0.817018
498688,0.982385,0.611270,0.446873,0.983651,0.373417,0.614103,0.816950
498752,0.982483,0.611124,0.446962,0.983562,0.373369,0.614062,0.816881
498816,0.982580,0.610978,0.447051,0.983474,0.373320,0.614021,0.816813
498880,0.982677,0.610832,0.447140,0.983385,0.373272,0.613980,0.816745
498944,0.982774,0.610686,0.447229,0.983296,0.373224,0.613939,0.816676
499008,0.982871,0.610541,0.447318,0.983207,0.373176,0.613897,0.816608
499072,0.982967,0.610395,0.447407,0.983118,0.373128,0.613856,0.816539
499136,0.983063,0.610249,0.447496,0.983028,0.373080,0.613815,0.816471
499200,0.983159,0.610103,0.447585,0.982939,0.373033,0.613774,0.816402
499264,0.983254,0.609957,0.447674,0.982849,0.372985,0.613733,0.816334
499328,0.983350,0.609811,0.447763,0.982759,0.372938,0.613692,0.816265
499392,0.983445,0.609665,0.447852,0.982669,0.372890,0.613651,0.816197
499456,0.983539,0.609519,0.447942,0.982578,0.372843,0.613609,0.816128
499520,0.983634,0.609374,0.448031,0.982488,0.372796,0.613568,0.816060
499584,0.983728,0.609228,0.448120,0.982397,0.372749,0.613527,0.815991
