# engine-macro-orbits control log
sample_rate_hz=48000 frames=869268 bpm=123 beats=32
euclid_steps=15 fills=9 rotate=5 steps_per_beat=8
burst_cluster=5 spacing_samples=300 frames_per_step=2926.83
euclid_seed=0xbad0bee burst_seed=0xf11ed5e
events=765
index,engine,when_samples,euclid_step,burst_idx,pan_seed,macro_orbit,macro_tilt,sampler_contour,sampler_crunch,resonator_damping,resonator_spark,granular_spray
499648,0.983822,0.609082,0.448210,0.982306,0.372702,0.613486,0.815923
499712,0.983916,0.608936,0.448299,0.982215,0.372655,0.613445,0.815854
499776,0.984009,0.608790,0.448389,0.982124,0.372608,0.613404,0.815786
499840,0.984102,0.608644,0.448478,0.982033,0.372561,0.613363,0.815717
499904,0.984195,0.608498,0.448568,0.981941,0.372515,0.613321,0.815649
499968,0.984288,0.608352,0.448657,0.981850,0.372468,0.613280,0.815580
500032,0.984380,0.608206,0.448747,0.981758,0.372422,0.613239,0.815511
500096,0.984472,0.608061,0.448836,0.981666,0.372376,0.613198,0.815443
500160,0.984564,0.607915,0.448926,0.981574,0.372330,0.613157,0.815374
500224,0.984655,0.607769,0.449016,0.981481,0.372284,0.613116,0.815306
500288,0.984747,0.607623,0.449105,0.981389,0.372238,0.613074,0.815237
500352,0.984838,0.607477,0.449195,0.981296,0.372192,0.613033,0.815168
500416,0.984928,0.607331,0.449285,0.981203,0.372146,0.612992,0.815100
500480,0.985019,0.607185,0.449375,0.981110,0.372101,0.612951,0.815031
500544,0.985109,0.607039,0.449464,0.981017,0.372055,0.612910,0.814962
500608,0.985199,0.606893,0.449554,0.980924,0.372010,0.612869,0.814893
500672,0.985289,0.606747,0.449644,0.980830,0.371964,0.612827,0.814825
500736,0.985378,0.606601,0.449734,0.980737,0.371919,0.612786,0.814756
500800,0.985467,0.606456,0.449824,0.980643,0.371874,0.612745,0.814687
500864,0.985556,0.606310,0.449914,0.980549,0.371829,0.612704,0.814619
500928,0.985645,0.606164,0.450004,0.980455,0.371784,0.612663,0.814550
500992,0.985733,0.606018,0.450094,0.980361,0.371739,0.612621,0.814481
501056,0.985821,0.605872,0.450184,0.980266,0.371694,0.612580,0.814412
501120,0.985909,0.605726,0.450274,0.980171,0.371649,0.612539,0.814343
501184,0.985996,0.605580,0.450365,0.980077,0.371605,0.612498,0.814275
501248,0.986084,0.605434,0.450455,0.979982,0.371560,0.612457,0.814206
501312,0.986171,0.605288,0.450545,0.979887,0.371516,0.612416,0.814137
501376,0.986257,0.605142,0.450635,0.979791,0.371472,0.612374,0.814068
501440,0.986344,0.604996,0.450726,0.979696,0.371427,0.612333,0.813999
501504,0.986430,0.604850,0.450816,0.979601,0.371383,0.612292,0.813930
501568,0.986516,0.604704,0.450906,0.979505,0.371339,0.612251,0.813862
501632,0.986601,0.604558,0.450997,0.979409,0.371295,0.612210,0.813793
501696,0.986687,0.604412,0.451087,0.979313,0.371252,0.612168,0.813724
501760,0.986772,0.604266,0.451177,0.979217,0.371208,0.612127,0.813655
501824,0.986857,0.604120,0.451268,0.979120,0.371164,0.612086,0.813586
501888,0.986941,0.603974,0.451359,0.979024,0.371121,0.612045,0.813517
501952,0.987026,0.603829,0.451449,0.978927,0.371077,0.612004,0.813448
502016,0.987110,0.603683,0.451540,0.978831,0.371034,0.611962,0.813379
502080,0.987194,0.603537,0.451630,0.978734,0.370991,0.611921,0.813310
502144,0.987277,0.603391,0.451721,0.978637,0.370947,0.611880,0.813241
502208,0.987360,0.603245,0.451812,0.978539,0.370904,0.611839,0.813172
502272,0.987443,0.603099,0.451902,0.978442,0.370861,0.611798,0.813103
502336,0.987526,0.602953,0.451993,0.978344,0.370818,0.611756,0.813034
502400,0.987608,0.602807,0.452084,0.978247,0.370776,0.611715,0.812965
502464,0.987691,0.602661,0.452175,0.978149,0.370733,0.611674,0.812896
502528,0.987773,0.602515,0.452266,0.978051,0.370690,0.611633,0.812827
502592,0.987854,0.602369,0.452356,0.977953,0.370648,0.611592,0.812758
502656,0.987936,0.602223,0.452447,0.977855,0.370605,0.611550,0.812689
502720,0.988017,0.602077,0.452538,0.977756,0.370563,0.611509,0.812620
502784,0.988097,0.601931,0.452629,0.977658,0.370521,0.611468,0.812551
502848,0.988178,0.601785,0.452720,0.977559,0.370478,0.611427,0.812482
502912,0.988258,0.601639,0.452811,0.977460,0.370436,0.611386,0.812413
502976,0.988338,0.601493,0.452903,0.977361,0.370394,0.611344,0.812343
503040,0.988418,0.601347,0.452994,0.977262,0.370352,0.611303,0.812274
503104,0.988498,0.601201,0.453085,0.977163,0.370311,0.611262,0.812205
503168,0.988577,0.601055,0.453176,0.977063,0.370269,0.611221,0.812136
503232,0.988656,0.600909,0.453267,0.976964,0.370227,0.611179,0.812067
503296,0.988734,0.600763,0.453358,0.976864,0.370186,0.611138,0.811998
503360,0.988813,0.600617,0.453450,0.976764,0.370144,0.611097,0.811928
503424,0.988891,0.600471,0.453541,0.976664,0.370103,0.611056,0.811859
503488,0.988969,0.600325,0.453632,0.976564,0.370061,0.611015,0.811790
503552,0.989046,0.600179,0.453724,0.976464,0.370020,0.610973,0.811721
503616,0.989124,0.600033,0.453815,0.976363,0.369979,0.610932,0.811652
503680,0.989201,0.599887,0.453907,0.976263,0.369938,0.610891,0.811582
503744,0.989278,0.599741,0.453998,0.976162,0.369897,0.610850,0.811513
503808,0.989354,0.599595,0.454090,0.976061,0.369856,0.610808,0.811444
503872,0.989430,0.599449,0.454181,0.975960,0.369815,0.610767,0.811375
503936,0.989506,0.599303,0.454273,0.975859,0.369774,0.610726,0.811305
504000,0.989582,0.599157,0.454364,0.975758,0.369734,0.610685,0.811236
504064,0.989657,0.599011,0.454456,0.975656,0.369693,0.610644,0.811167
504128,0.989733,0.598865,0.454548,0.975555,0.369652,0.610602,0.811097
504192,0.989807,0.598719,0.454639,0.975453,0.369612,0.610561,0.811028
504256,0.989882,0.598573,0.454731,0.975352,0.369572,0.610520,0.810959
504320,0.989956,0.598427,0.454823,0.975250,0.369531,0.610479,0.810889
504384,0.990031,0.598281,0.454915,0.975148,0.369491,0.610437,0.810820
504448,0.990104,0.598135,0.455006,0.975045,0.369451,0.610396,0.810750
504512,0.990178,0.597989,0.455098,0.974943,0.369411,0.610355,0.810681
504576,0.990251,0.597843,0.455190,0.974841,0.369371,0.610314,0.810612
504640,0.990324,0.597697,0.455282,0.974738,0.369331,0.610272,0.810542
504704,0.990397,0.597551,0.455374,0.974635,0.369292,0.610231,0.810473
504768,0.990469,0.597405,0.455466,0.974532,0.369252,0.610190,0.810403
504832,0.990542,0.597259,0.455558,0.974430,0.369212,0.610149,0.810334
504896,0.990613,0.597113,0.455650,0.974326,0.369173,0.610107,0.810265
504960,0.990685,0.596967,0.455742,0.974223,0.369133,0.610066,0.810195
505024,0.990756,0.596821,0.455834,0.974120,0.369094,0.610025,0.810126
505088,0.990828,0.596675,0.455927,0.974016,0.369054,0.609984,0.810056
505152,0.990898,0.596529,0.456019,0.973913,0.369015,0.609942,0.809987
505216,0.990969,0.596383,0.456111,0.973809,0.368976,0.609901,0.809917
505280,0.991039,0.596237,0.456203,0.973705,0.368937,0.609860,0.809848
505344,0.991109,0.596091,0.456296,0.973601,0.368898,0.609819,0.809778
505408,0.991179,0.595945,0.456388,0.973497,0.368859,0.609777,0.809708
505472,0.991249,0.595799,0.456480,0.973393,0.368820,0.609736,0.809639
505536,0.991318,0.595653,0.456573,0.973288,0.368781,0.609695,0.809569
505600,0.991387,0.595507,0.456665,0.973184,0.368743,0.609654,0.809500
505664,0.991455,0.595361,0.456758,0.973079,0.368704,0.609612,0.809430
505728,0.991524,0.595214,0.456850,0.972975,0.368665,0.609571,0.809361
505792,0.991592,0.595068,0.456943,0.972870,0.368627,0.609530,0.809291
505856,0.991660,0.594922,0.457035,0.972765,0.368589,0.609489,0.809221
505920,0.991727,0.594776,0.457128,0.972660,0.368550,0.609447,0.809152
505984,0.991795,0.594630,0.457220,0.972554,0.368512,0.609406,0.809082
506048,0.991862,0.594484,0.457313,0.972449,0.368474,0.609365,0.809012
506112,0.991928,0.594338,0.457406,0.972344,0.368436,0.609323,0.808943
506176,0.991995,0.594192,0.457498,0.972238,0.368398,0.609282,0.808873
506240,0.992061,0.594046,0.457591,0.972132,0.368360,0.609241,0.808803
506304,0.992127,0.593900,0.457684,0.972026,0.368322,0.609200,0.808734
506368,0.992193,0.593754,0.457777,0.971920,0.368284,0.609158,0.808664
506432,0.992258,0.593608,0.457869,0.971814,0.368246,0.609117,0.808594
506496,0.992323,0.593462,0.457962,0.971708,0.368208,0.609076,0.808524
506560,0.992388,0.593316,0.458055,0.971602,0.368171,0.609035,0.808455
506624,0.992453,0.593170,0.458148,0.971495,0.368133,0.608993,0.808385
506688,0.992517,0.593024,0.458241,0.971389,0.368096,0.608952,0.808315
506752,0.992581,0.592878,0.458334,0.971282,0.368058,0.608911,0.808245
506816,0.992645,0.592732,0.458427,0.971176,0.368021,0.608869,0.808176
506880,0.992708,0.592586,0.458520,0.971069,0.367984,0.608828,0.808106
506944,0.992772,0.592440,0.458613,0.970962,0.367947,0.608787,0.808036
507008,0.992835,0.592294,0.458706,0.970855,0.367909,0.608746,0.807966
507072,0.992897,0.592148,0.458800,0.970747,0.367872,0.608704,0.807896
507136,0.992960,0.592002,0.458893,0.970640,0.367835,0.608663,0.807826
507200,0.993022,0.591856,0.458986,0.970533,0.367798,0.608622,0.807757
507264,0.993084,0.591710,0.459079,0.970425,0.367762,0.608580,0.807687
507328,0.993145,0.591564,0.459172,0.970317,0.367725,0.608539,0.807617
507392,0.993207,0.591417,0.459266,0.970210,0.367688,0.608498,0.807547
507456,0.993268,0.591271,0.459359,0.970102,0.367651,0.608457,0.807477
507520,0.993328,0.591125,0.459453,0.969994,0.367615,0.608415,0.807407
507584,0.993389,0.590979,0.459546,0.969886,0.367578,0.608374,0.807337
507648,0.993449,0.590833,0.459639,0.969777,0.367542,0.608333,0.807267
507712,0.993509,0.590687,0.459733,0.969669,0.367505,0.608291,0.807197
507776,0.993569,0.590541,0.459826,0.969561,0.367469,0.608250,0.807127
507840,0.993628,0.590395,0.459920,0.969452,0.367433,0.608209,0.807057
507904,0.993687,0.590249,0.460013,0.969343,0.367396,0.608167,0.806987
507968,0.993746,0.590103,0.460107,0.969235,0.367360,0.608126,0.806917
508032,0.993805,0.589957,0.460201,0.969126,0.367324,0.608085,0.806847
508096,0.993863,0.589811,0.460294,0.969017,0.367288,0.608044,0.806777
508160,0.993921,0.589665,0.460388,0.968908,0.367252,0.608002,0.806707
508224,0.993979,0.589519,0.460482,0.968799,0.367216,0.607961,0.806637
508288,0.994036,0.589373,0.460576,0.968689,0.367181,0.607920,0.806567
508352,0.994094,0.589227,0.460669,0.968580,0.367145,0.607878,0.806497
508416,0.994150,0.589081,0.460763,0.968470,0.367109,0.607837,0.806427
508480,0.994207,0.588935,0.460857,0.968361,0.367073,0.607796,0.806357
508544,0.994264,0.588789,0.460951,0.968251,0.367038,0.607754,0.806287
508608,0.994320,0.588643,0.461045,0.968141,0.367002,0.607713,0.806217
508672,0.994376,0.588497,0.461139,0.968031,0.366967,0.607672,0.806147
508736,0.994431,0.588351,0.461233,0.967921,0.366931,0.607630,0.806077
508800,0.994486,0.588205,0.461327,0.967811,0.366896,0.607589,0.806006
508864,0.994541,0.588059,0.461421,0.967701,0.366861,0.607548,0.805936
508928,0.994596,0.587912,0.461515,0.967591,0.366826,0.607506,0.805866
508992,0.994651,0.587766,0.461609,0.967480,0.366791,0.607465,0.805796
509056,0.994705,0.587620,0.461703,0.967370,0.366755,0.607424,0.805726
509120,0.994759,0.587474,0.461797,0.967259,0.366720,0.607382,0.805656
509184,0.994812,0.587328,0.461891,0.967149,0.366685,0.607341,0.805585
509248,0.994866,0.587182,0.461986,0.967038,0.366650,0.607300,0.805515
509312,0.994919,0.587036,0.462080,0.966927,0.366616,0.607259,0.805445
509376,0.994972,0.586890,0.462174,0.966816,0.366581,0.607217,0.805375
509440,0.995024,0.586744,0.462269,0.966705,0.366546,0.607176,0.805305
509504,0.995077,0.586598,0.462363,0.966594,0.366511,0.607135,0.805234
509568,0.995129,0.586452,0.462457,0.966482,0.366477,0.607093,0.805164
509632,0.995180,0.586306,0.462552,0.966371,0.366442,0.607052,0.805094
509696,0.995232,0.586160,0.462646,0.966259,0.366408,0.607011,0.805023
509760,0.995283,0.586014,0.462741,0.966148,0.366373,0.606969,0.804953
509824,0.995334,0.585868,0.462835,0.966036,0.366339,0.606928,0.804883
509888,0.995385,0.585722,0.462930,0.965924,0.366304,0.606887,0.804813
509952,0.995435,0.585576,0.463024,0.965813,0.366270,0.606845,0.804742
510016,0.995485,0.585430,0.463119,0.965701,0.366236,0.606804,0.804672
510080,0.995535,0.585284,0.463213,0.965589,0.366202,0.606763,0.804601
510144,0.995584,0.585138,0.463308,0.965477,0.366168,0.606721,0.804531
510208,0.995634,0.584992,0.463403,0.965364,0.366133,0.606680,0.804461
510272,0.995683,0.584846,0.463498,0.965252,0.366099,0.606638,0.804390
510336,0.995731,0.584700,0.463592,0.965140,0.366066,0.606597,0.804320
510400,0.995780,0.584554,0.463687,0.965027,0.366032,0.606556,0.804250
510464,0.995828,0.584408,0.463782,0.964915,0.365998,0.606514,0.804179
510528,0.995876,0.584262,0.463877,0.964802,0.365964,0.606473,0.804109
510592,0.995924,0.584116,0.463972,0.964689,0.365930,0.606432,0.804038
510656,0.995971,0.583970,0.464067,0.964576,0.365896,0.606390,0.803968
510720,0.996018,0.583823,0.464162,0.964464,0.365863,0.606349,0.803897
510784,0.996065,0.583677,0.464257,0.964351,0.365829,0.606308,0.803827
510848,0.996111,0.583531,0.464352,0.964237,0.365796,0.606266,0.803756
510912,0.996158,0.583385,0.464447,0.964124,0.365762,0.606225,0.803686
510976,0.996203,0.583239,0.464542,0.964011,0.365729,0.606184,0.803615
511040,0.996249,0.583093,0.464637,0.963898,0.365695,0.606142,0.803545
511104,0.996295,0.582947,0.464732,0.963784,0.365662,0.606101,0.803474
511168,0.996340,0.582801,0.464827,0.963671,0.365629,0.606060,0.803404
511232,0.996385,0.582655,0.464922,0.963557,0.365595,0.606018,0.803333
511296,0.996429,0.582509,0.465018,0.963443,0.365562,0.605977,0.803263
511360,0.996474,0.582363,0.465113,0.963330,0.365529,0.605935,0.803192
511424,0.996518,0.582217,0.465208,0.963216,0.365496,0.605894,0.803122
511488,0.996561,0.582071,0.465303,0.963102,0.365463,0.605853,0.803051
511552,0.996605,0.581925,0.465399,0.962988,0.365430,0.605811,0.802980
511616,0.996648,0.581779,0.465494,0.962874,0.365397,0.605770,0.802910
511680,0.996691,0.581633,0.465590,0.962760,0.365364,0.605729,0.802839
511744,0.996734,0.581487,0.465685,0.962645,0.365331,0.605687,0.802768
511808,0.996776,0.581341,0.465780,0.962531,0.365299,0.605646,0.802698
511872,0.996818,0.581195,0.465876,0.962417,0.365266,0.605605,0.802627
511936,0.996860,0.581049,0.465972,0.962302,0.365233,0.605563,0.802556
512000,0.996902,0.580903,0.466067,0.962188,0.365200,0.605522,0.802486
512064,0.996943,0.580757,0.466163,0.962073,0.365168,0.605480,0.802415
512128,0.996984,0.580611,0.466258,0.961958,0.365135,0.605439,0.802344
512192,0.997025,0.580465,0.466354,0.961844,0.365103,0.605398,0.802274
512256,0.997065,0.580319,0.466450,0.961729,0.365070,0.605356,0.802203
512320,0.997105,0.580173,0.466545,0.961614,0.365038,0.605315,0.802132
512384,0.997145,0.580027,0.466641,0.961499,0.365005,0.605274,0.802061
512448,0.997185,0.579881,0.466737,0.961384,0.364973,0.605232,0.801991
512512,0.997224,0.579735,0.466833,0.961268,0.364941,0.605191,0.801920
512576,0.997263,0.579589,0.466929,0.961153,0.364909,0.605149,0.801849
512640,0.997302,0.579443,0.467024,0.961038,0.364876,0.605108,0.801778
512704,0.997341,0.579297,0.467120,0.960922,0.364844,0.605067,0.801708
512768,0.997379,0.579151,0.467216,0.960807,0.364812,0.605025,0.801637
512832,0.997417,0.579005,0.467312,0.960691,0.364780,0.604984,0.801566
512896,0.997454,0.578859,0.467408,0.960576,0.364748,0.604942,0.801495
512960,0.997492,0.578713,0.467504,0.960460,0.364716,0.604901,0.801424
513024,0.997529,0.578567,0.467600,0.960344,0.364684,0.604860,0.801353
513088,0.997566,0.578421,0.467696,0.960229,0.364652,0.604818,0.801282
513152,0.997603,0.578275,0.467793,0.960113,0.364620,0.604777,0.801212
513216,0.997639,0.578129,0.467889,0.959997,0.364589,0.604736,0.801141
513280,0.997675,0.577983,0.467985,0.959881,0.364557,0.604694,0.801070
513344,0.997711,0.577837,0.468081,0.959765,0.364525,0.604653,0.800999
513408,0.997746,0.577691,0.468177,0.959648,0.364493,0.604611,0.800928
513472,0.997781,0.577545,0.468274,0.959532,0.364462,0.604570,0.800857
513536,0.997816,0.577399,0.468370,0.959416,0.364430,0.604529,0.800786
513600,0.997851,0.577253,0.468466,0.959299,0.364399,0.604487,0.800715
513664,0.997885,0.577107,0.468563,0.959183,0.364367,0.604446,0.800644
513728,0.997919,0.576961,0.468659,0.959067,0.364336,0.604404,0.800573
513792,0.997953,0.576815,0.468755,0.958950,0.364304,0.604363,0.800502
513856,0.997987,0.576669,0.468852,0.958833,0.364273,0.604322,0.800431
513920,0.998020,0.576524,0.468948,0.958717,0.364241,0.604280,0.800360
513984,0.998053,0.576378,0.469045,0.958600,0.364210,0.604239,0.800289
514048,0.998086,0.576232,0.469141,0.958483,0.364179,0.604197,0.800218
514112,0.998118,0.576086,0.469238,0.958366,0.364147,0.604156,0.800147
514176,0.998150,0.575940,0.469335,0.958249,0.364116,0.604114,0.800076
514240,0.998182,0.575794,0.469431,0.958132,0.364085,0.604073,0.800005
514304,0.998214,0.575648,0.469528,0.958015,0.364054,0.604032,0.799934
514368,0.998245,0.575502,0.469625,0.957898,0.364023,0.603990,0.799863
514432,0.998276,0.575356,0.469721,0.957781,0.363992,0.603949,0.799792
514496,0.998307,0.575210,0.469818,0.957663,0.363961,0.603907,0.799721
514560,0.998338,0.575064,0.469915,0.957546,0.363930,0.603866,0.799650
514624,0.998368,0.574918,0.470012,0.957429,0.363899,0.603825,0.799578
514688,0.998398,0.574772,0.470109,0.957311,0.363868,0.603783,0.799507
514752,0.998428,0.574626,0.470205,0.957194,0.363837,0.603742,0.799436
514816,0.998457,0.574480,0.470302,0.957076,0.363806,0.603700,0.799365
514880,0.998486,0.574334,0.470399,0.956958,0.363775,0.603659,0.799294
514944,0.998515,0.574188,0.470496,0.956841,0.363745,0.603617,0.799223
515008,0.998543,0.574042,0.470593,0.956723,0.363714,0.603576,0.799151
515072,0.998572,0.573896,0.470690,0.956605,0.363683,0.603535,0.799080
515136,0.998600,0.573751,0.470787,0.956487,0.363652,0.603493,0.799009
515200,0.998628,0.573605,0.470884,0.956369,0.363622,0.603452,0.798938
515264,0.998655,0.573459,0.470982,0.956251,0.363591,0.603410,0.798867
515328,0.998682,0.573313,0.471079,0.956133,0.363561,0.603369,0.798795
515392,0.998709,0.573167,0.471176,0.956015,0.363530,0.603327,0.798724
515456,0.998736,0.573021,0.471273,0.955897,0.363500,0.603286,0.798653
515520,0.998762,0.572875,0.471370,0.955779,0.363469,0.603245,0.798582
515584,0.998788,0.572729,0.471468,0.955661,0.363439,0.603203,0.798510
515648,0.998814,0.572583,0.471565,0.955542,0.363408,0.603162,0.798439
515712,0.998840,0.572437,0.471662,0.955424,0.363378,0.603120,0.798368
515776,0.998865,0.572291,0.471760,0.955306,0.363348,0.603079,0.798296
515840,0.998890,0.572145,0.471857,0.955187,0.363317,0.603037,0.798225
515904,0.998914,0.572000,0.471954,0.955069,0.363287,0.602996,0.798154
515968,0.998939,0.571854,0.472052,0.954950,0.363257,0.602955,0.798082
516032,0.998963,0.571708,0.472149,0.954832,0.363227,0.602913,0.798011
516096,0.998987,0.571562,0.472247,0.954713,0.363196,0.602872,0.797940
516160,0.999010,0.571416,0.472344,0.954594,0.363166,0.602830,0.797868
516224,0.999034,0.571270,0.472442,0.954475,0.363136,0.602789,0.797797
516288,0.999057,0.571124,0.472540,0.954357,0.363106,0.602747,0.797725
516352,0.999080,0.570978,0.472637,0.954238,0.363076,0.602706,0.797654
516416,0.999102,0.570832,0.472735,0.954119,0.363046,0.602664,0.797583
516480,0.999124,0.570687,0.472833,0.954000,0.363016,0.602623,0.797511
516544,0.999146,0.570541,0.472930,0.953881,0.362986,0.602582,0.797440
516608,0.999168,0.570395,0.473028,0.953762,0.362956,0.602540,0.797368
516672,0.999189,0.570249,0.473126,0.953643,0.362926,0.602499,0.797297
516736,0.999210,0.570103,0.473224,0.953523,0.362896,0.602457,0.797225
516800,0.999231,0.569957,0.473321,0.953404,0.362866,0.602416,0.797154
516864,0.999252,0.569811,0.473419,0.953285,0.362837,0.602374,0.797082
516928,0.999272,0.569665,0.473517,0.953166,0.362807,0.602333,0.797011
516992,0.999292,0.569520,0.473615,0.953046,0.362777,0.602291,0.796939
517056,0.999311,0.569374,0.473713,0.952927,0.362747,0.602250,0.796868
517120,0.999331,0.569228,0.473811,0.952807,0.362718,0.602208,0.796796
517184,0.999350,0.569082,0.473909,0.952688,0.362688,0.602167,0.796725
517248,0.999369,0.568936,0.474007,0.952568,0.362658,0.602126,0.796653
517312,0.999387,0.568790,0.474105,0.952449,0.362629,0.602084,0.796581
517376,0.999406,0.568644,0.474203,0.952329,0.362599,0.602043,0.796510
517440,0.999424,0.568499,0.474301,0.952210,0.362569,0.602001,0.796438
517504,0.999442,0.568353,0.474400,0.952090,0.362540,0.601960,0.796367
517568,0.999459,0.568207,0.474498,0.951970,0.362510,0.601918,0.796295
